"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Delete an existing workspace","0","Delete existing workspace","tests","Tue Feb 11 01:20:58 GMT 2025","broken","Tue Feb 11 01:20:58 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10241","Login with invalid credentials test","tests","Tue Feb 11 01:20:46 GMT 2025","broken","Tue Feb 11 01:20:57 GMT 2025","TestLogin","test_login","",""
"valid login","10370","Login with valid credentials test","tests","Tue Feb 11 01:19:26 GMT 2025","broken","Tue Feb 11 01:19:36 GMT 2025","TestLogin","test_login","",""
"Search for a non existing project","0","Search for non existing project","tests","Tue Feb 11 01:22:09 GMT 2025","broken","Tue Feb 11 01:22:09 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Tue Feb 11 01:21:31 GMT 2025","broken","Tue Feb 11 01:21:31 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Tue Feb 11 01:21:50 GMT 2025","broken","Tue Feb 11 01:21:50 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10235","Forgot Password with valid email test","Custom parent suite","Tue Feb 11 01:23:05 GMT 2025","broken","Tue Feb 11 01:23:15 GMT 2025","Custom sub suite","Custom suite","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Tue Feb 11 01:22:27 GMT 2025","broken","Tue Feb 11 01:22:27 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10296","Forgot Password with invalid email test","Custom parent suite","Tue Feb 11 01:23:20 GMT 2025","broken","Tue Feb 11 01:23:30 GMT 2025","Custom sub suite","Custom suite","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Tue Feb 11 01:22:43 GMT 2025","broken","Tue Feb 11 01:22:43 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Tue Feb 11 01:19:37 GMT 2025","broken","Tue Feb 11 01:19:37 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10259","Logout of system test","tests","Tue Feb 11 01:19:57 GMT 2025","broken","Tue Feb 11 01:20:07 GMT 2025","TestLogin","test_login","",""
"Exception catching","10243","Exception test","Custom parent suite","Tue Feb 11 01:23:39 GMT 2025","broken","Tue Feb 11 01:23:49 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10248","Login with invalid credentials test","tests","Tue Feb 11 01:20:27 GMT 2025","broken","Tue Feb 11 01:20:38 GMT 2025","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Tue Feb 11 01:20:08 GMT 2025","broken","Tue Feb 11 01:20:08 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Tue Feb 11 01:21:16 GMT 2025","broken","Tue Feb 11 01:21:16 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Tue Feb 11 01:23:50 GMT 2025","skipped","Tue Feb 11 01:23:50 GMT 2025","TestLogin","test_login","",""
