"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Forgot Password with invalid email address","10250","Forgot Password with invalid email test","Custom parent suite","Wed Jul 02 01:47:58 GMT 2025","broken","Wed Jul 02 01:48:08 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10215","Login with invalid credentials test","tests","Wed Jul 02 01:45:25 GMT 2025","broken","Wed Jul 02 01:45:36 GMT 2025","TestLogin","test_login","",""
"invalid login","10228","Login with invalid credentials test","tests","Wed Jul 02 01:45:42 GMT 2025","broken","Wed Jul 02 01:45:52 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Wed Jul 02 01:45:53 GMT 2025","broken","Wed Jul 02 01:45:53 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10379","Login with valid credentials test","tests","Wed Jul 02 01:44:18 GMT 2025","broken","Wed Jul 02 01:44:29 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Wed Jul 02 01:47:11 GMT 2025","broken","Wed Jul 02 01:47:11 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Wed Jul 02 01:44:29 GMT 2025","broken","Wed Jul 02 01:44:29 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Wed Jul 02 01:46:10 GMT 2025","broken","Wed Jul 02 01:46:10 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Wed Jul 02 01:46:44 GMT 2025","broken","Wed Jul 02 01:46:44 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Wed Jul 02 01:47:24 GMT 2025","broken","Wed Jul 02 01:47:24 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Wed Jul 02 01:48:22 GMT 2025","skipped","Wed Jul 02 01:48:22 GMT 2025","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Wed Jul 02 01:45:03 GMT 2025","broken","Wed Jul 02 01:45:03 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10245","Forgot Password with valid email test","Custom parent suite","Wed Jul 02 01:47:41 GMT 2025","broken","Wed Jul 02 01:47:51 GMT 2025","Custom sub suite","Custom suite","",""
"Search for a non existing project","0","Search for non existing project","tests","Wed Jul 02 01:46:57 GMT 2025","broken","Wed Jul 02 01:46:57 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Wed Jul 02 01:46:27 GMT 2025","broken","Wed Jul 02 01:46:27 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10233","Logout of system test","tests","Wed Jul 02 01:44:52 GMT 2025","broken","Wed Jul 02 01:45:02 GMT 2025","TestLogin","test_login","",""
"Exception catching","10240","Exception test","Custom parent suite","Wed Jul 02 01:48:11 GMT 2025","broken","Wed Jul 02 01:48:21 GMT 2025","Custom sub suite","Custom suite","",""
