"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Log out from app","10265","Logout of system test","tests","Tue Jun 17 01:44:14 GMT 2025","broken","Tue Jun 17 01:44:24 GMT 2025","TestLogin","test_login","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Tue Jun 17 01:45:22 GMT 2025","broken","Tue Jun 17 01:45:22 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10230","Forgot Password with valid email test","Custom parent suite","Tue Jun 17 01:46:57 GMT 2025","broken","Tue Jun 17 01:47:07 GMT 2025","Custom sub suite","Custom suite","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Tue Jun 17 01:46:34 GMT 2025","broken","Tue Jun 17 01:46:34 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Tue Jun 17 01:45:53 GMT 2025","broken","Tue Jun 17 01:45:53 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Tue Jun 17 01:44:24 GMT 2025","broken","Tue Jun 17 01:44:24 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10269","Login with invalid credentials test","tests","Tue Jun 17 01:44:41 GMT 2025","broken","Tue Jun 17 01:44:51 GMT 2025","TestLogin","test_login","",""
"Search for a non existing project","0","Search for non existing project","tests","Tue Jun 17 01:46:07 GMT 2025","broken","Tue Jun 17 01:46:07 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10246","Login with invalid credentials test","tests","Tue Jun 17 01:44:58 GMT 2025","broken","Tue Jun 17 01:45:08 GMT 2025","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Tue Jun 17 01:43:51 GMT 2025","broken","Tue Jun 17 01:43:51 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10240","Login with valid credentials test","tests","Tue Jun 17 01:43:40 GMT 2025","broken","Tue Jun 17 01:43:50 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Tue Jun 17 01:46:20 GMT 2025","broken","Tue Jun 17 01:46:20 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10243","Forgot Password with invalid email test","Custom parent suite","Tue Jun 17 01:47:10 GMT 2025","broken","Tue Jun 17 01:47:21 GMT 2025","Custom sub suite","Custom suite","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Tue Jun 17 01:45:09 GMT 2025","broken","Tue Jun 17 01:45:09 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10254","Exception test","Custom parent suite","Tue Jun 17 01:47:24 GMT 2025","broken","Tue Jun 17 01:47:34 GMT 2025","Custom sub suite","Custom suite","",""
"Skip Test example","0","Skipped test example","tests","Tue Jun 17 01:47:35 GMT 2025","skipped","Tue Jun 17 01:47:35 GMT 2025","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Tue Jun 17 01:45:39 GMT 2025","broken","Tue Jun 17 01:45:39 GMT 2025","TestWorkspaces","test_workspaces","",""
