"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Fri Jul 11 01:49:22 GMT 2025","broken","Fri Jul 11 01:49:22 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10304","Login with valid credentials test","tests","Fri Jul 11 01:47:37 GMT 2025","broken","Fri Jul 11 01:47:47 GMT 2025","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Fri Jul 11 01:48:15 GMT 2025","broken","Fri Jul 11 01:48:15 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Fri Jul 11 01:50:03 GMT 2025","broken","Fri Jul 11 01:50:03 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Fri Jul 11 01:47:48 GMT 2025","broken","Fri Jul 11 01:47:48 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10293","Logout of system test","tests","Fri Jul 11 01:48:04 GMT 2025","broken","Fri Jul 11 01:48:14 GMT 2025","TestLogin","test_login","",""
"invalid login","10272","Login with invalid credentials test","tests","Fri Jul 11 01:48:31 GMT 2025","broken","Fri Jul 11 01:48:41 GMT 2025","TestLogin","test_login","",""
"invalid login","10279","Login with invalid credentials test","tests","Fri Jul 11 01:48:44 GMT 2025","broken","Fri Jul 11 01:48:55 GMT 2025","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Fri Jul 11 01:50:16 GMT 2025","broken","Fri Jul 11 01:50:16 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Fri Jul 11 01:48:55 GMT 2025","broken","Fri Jul 11 01:48:55 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10279","Exception test","Custom parent suite","Fri Jul 11 01:50:59 GMT 2025","broken","Fri Jul 11 01:51:10 GMT 2025","Custom sub suite","Custom suite","",""
"Skip Test example","0","Skipped test example","tests","Fri Jul 11 01:51:10 GMT 2025","skipped","Fri Jul 11 01:51:10 GMT 2025","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Fri Jul 11 01:49:36 GMT 2025","broken","Fri Jul 11 01:49:36 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Fri Jul 11 01:49:09 GMT 2025","broken","Fri Jul 11 01:49:09 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Fri Jul 11 01:49:49 GMT 2025","broken","Fri Jul 11 01:49:49 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10314","Forgot Password with invalid email test","Custom parent suite","Fri Jul 11 01:50:46 GMT 2025","broken","Fri Jul 11 01:50:56 GMT 2025","Custom sub suite","Custom suite","",""
"Forgot password with a valid email address","10285","Forgot Password with valid email test","Custom parent suite","Fri Jul 11 01:50:32 GMT 2025","broken","Fri Jul 11 01:50:43 GMT 2025","Custom sub suite","Custom suite","",""
