"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Nov 20 01:04:40 GMT 2023","Mon Nov 20 01:04:51 GMT 2023","10169","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"broken","Mon Nov 20 01:07:18 GMT 2023","Mon Nov 20 01:07:28 GMT 2023","10205","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"skipped","Mon Nov 20 01:07:53 GMT 2023","Mon Nov 20 01:07:53 GMT 2023","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Mon Nov 20 01:07:42 GMT 2023","Mon Nov 20 01:07:52 GMT 2023","10254","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Mon Nov 20 01:05:41 GMT 2023","Mon Nov 20 01:05:51 GMT 2023","10179","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Mon Nov 20 01:07:05 GMT 2023","Mon Nov 20 01:07:05 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Mon Nov 20 01:06:40 GMT 2023","Mon Nov 20 01:06:40 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Mon Nov 20 01:06:04 GMT 2023","Mon Nov 20 01:06:04 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Mon Nov 20 01:05:16 GMT 2023","Mon Nov 20 01:05:16 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Mon Nov 20 01:06:52 GMT 2023","Mon Nov 20 01:06:52 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Mon Nov 20 01:05:52 GMT 2023","Mon Nov 20 01:05:52 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Mon Nov 20 01:07:30 GMT 2023","Mon Nov 20 01:07:40 GMT 2023","10282","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Mon Nov 20 01:06:28 GMT 2023","Mon Nov 20 01:06:28 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Mon Nov 20 01:05:05 GMT 2023","Mon Nov 20 01:05:15 GMT 2023","10193","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"broken","Mon Nov 20 01:05:29 GMT 2023","Mon Nov 20 01:05:39 GMT 2023","10265","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Mon Nov 20 01:06:16 GMT 2023","Mon Nov 20 01:06:16 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Mon Nov 20 01:04:51 GMT 2023","Mon Nov 20 01:04:51 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
