"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Fri Jan 03 01:22:10 GMT 2025","broken","Fri Jan 03 01:22:10 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Fri Jan 03 01:23:10 GMT 2025","broken","Fri Jan 03 01:23:10 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10290","Login with invalid credentials test","tests","Fri Jan 03 01:21:29 GMT 2025","broken","Fri Jan 03 01:21:39 GMT 2025","TestLogin","test_login","",""
"Forgot password with a valid email address","10296","Forgot Password with valid email test","Custom parent suite","Fri Jan 03 01:23:43 GMT 2025","broken","Fri Jan 03 01:23:53 GMT 2025","Custom sub suite","Custom suite","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Fri Jan 03 01:23:25 GMT 2025","broken","Fri Jan 03 01:23:25 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10291","Login with invalid credentials test","tests","Fri Jan 03 01:21:44 GMT 2025","broken","Fri Jan 03 01:21:54 GMT 2025","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Fri Jan 03 01:21:10 GMT 2025","broken","Fri Jan 03 01:21:10 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Fri Jan 03 01:22:40 GMT 2025","broken","Fri Jan 03 01:22:40 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10310","Login with valid credentials test","tests","Fri Jan 03 01:20:28 GMT 2025","broken","Fri Jan 03 01:20:38 GMT 2025","TestLogin","test_login","",""
"Forgot Password with invalid email address","10335","Forgot Password with invalid email test","Custom parent suite","Fri Jan 03 01:23:58 GMT 2025","broken","Fri Jan 03 01:24:08 GMT 2025","Custom sub suite","Custom suite","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Fri Jan 03 01:21:55 GMT 2025","broken","Fri Jan 03 01:21:55 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10298","Logout of system test","tests","Fri Jan 03 01:20:59 GMT 2025","broken","Fri Jan 03 01:21:09 GMT 2025","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Fri Jan 03 01:24:24 GMT 2025","skipped","Fri Jan 03 01:24:24 GMT 2025","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Fri Jan 03 01:20:41 GMT 2025","broken","Fri Jan 03 01:20:41 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Fri Jan 03 01:22:55 GMT 2025","broken","Fri Jan 03 01:22:55 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Fri Jan 03 01:22:25 GMT 2025","broken","Fri Jan 03 01:22:25 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10292","Exception test","Custom parent suite","Fri Jan 03 01:24:13 GMT 2025","broken","Fri Jan 03 01:24:23 GMT 2025","Custom sub suite","Custom suite","",""
