"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Oct 26 01:18:35 GMT 2024","Sat Oct 26 01:18:46 GMT 2024","10286","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"broken","Sat Oct 26 01:21:23 GMT 2024","Sat Oct 26 01:21:33 GMT 2024","10258","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Sat Oct 26 01:20:19 GMT 2024","Sat Oct 26 01:20:19 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Sat Oct 26 01:19:06 GMT 2024","Sat Oct 26 01:19:17 GMT 2024","10270","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Sat Oct 26 01:18:47 GMT 2024","Sat Oct 26 01:18:47 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Sat Oct 26 01:19:49 GMT 2024","Sat Oct 26 01:19:49 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Sat Oct 26 01:18:04 GMT 2024","Sat Oct 26 01:18:15 GMT 2024","10446","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"broken","Sat Oct 26 01:19:22 GMT 2024","Sat Oct 26 01:19:32 GMT 2024","10263","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Sat Oct 26 01:20:33 GMT 2024","Sat Oct 26 01:20:33 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"skipped","Sat Oct 26 01:22:05 GMT 2024","Sat Oct 26 01:22:05 GMT 2024","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Sat Oct 26 01:21:54 GMT 2024","Sat Oct 26 01:22:04 GMT 2024","10276","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Sat Oct 26 01:18:16 GMT 2024","Sat Oct 26 01:18:16 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Sat Oct 26 01:20:04 GMT 2024","Sat Oct 26 01:20:04 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Sat Oct 26 01:19:33 GMT 2024","Sat Oct 26 01:19:33 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Sat Oct 26 01:21:38 GMT 2024","Sat Oct 26 01:21:49 GMT 2024","10285","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Sat Oct 26 01:21:04 GMT 2024","Sat Oct 26 01:21:04 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Sat Oct 26 01:20:49 GMT 2024","Sat Oct 26 01:20:49 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
