"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Oct 23 01:22:30 GMT 2024","Wed Oct 23 01:22:30 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Wed Oct 23 01:20:53 GMT 2024","Wed Oct 23 01:21:04 GMT 2024","10303","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Wed Oct 23 01:20:04 GMT 2024","Wed Oct 23 01:20:14 GMT 2024","10284","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"broken","Wed Oct 23 01:19:44 GMT 2024","Wed Oct 23 01:19:44 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Wed Oct 23 01:20:15 GMT 2024","Wed Oct 23 01:20:15 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Wed Oct 23 01:21:40 GMT 2024","Wed Oct 23 01:21:40 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Wed Oct 23 01:21:21 GMT 2024","Wed Oct 23 01:21:21 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"skipped","Wed Oct 23 01:23:55 GMT 2024","Wed Oct 23 01:23:55 GMT 2024","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Wed Oct 23 01:23:43 GMT 2024","Wed Oct 23 01:23:54 GMT 2024","10305","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Wed Oct 23 01:23:10 GMT 2024","Wed Oct 23 01:23:20 GMT 2024","10278","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Wed Oct 23 01:22:13 GMT 2024","Wed Oct 23 01:22:13 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Wed Oct 23 01:21:05 GMT 2024","Wed Oct 23 01:21:05 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Wed Oct 23 01:21:57 GMT 2024","Wed Oct 23 01:21:57 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Wed Oct 23 01:19:32 GMT 2024","Wed Oct 23 01:19:43 GMT 2024","10321","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"broken","Wed Oct 23 01:23:28 GMT 2024","Wed Oct 23 01:23:38 GMT 2024","10289","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Wed Oct 23 01:22:48 GMT 2024","Wed Oct 23 01:22:48 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Wed Oct 23 01:20:38 GMT 2024","Wed Oct 23 01:20:48 GMT 2024","10278","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
