"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Skip Test example","0","Skipped test example","tests","Sun Feb 23 01:29:52 GMT 2025","skipped","Sun Feb 23 01:29:52 GMT 2025","TestLogin","test_login","",""
"valid login","10302","Login with valid credentials test","tests","Sun Feb 23 01:25:33 GMT 2025","broken","Sun Feb 23 01:25:43 GMT 2025","TestLogin","test_login","",""
"Exception catching","10247","Exception test","Custom parent suite","Sun Feb 23 01:29:41 GMT 2025","broken","Sun Feb 23 01:29:51 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10257","Login with invalid credentials test","tests","Sun Feb 23 01:26:36 GMT 2025","broken","Sun Feb 23 01:26:46 GMT 2025","TestLogin","test_login","",""
"invalid login","10245","Login with invalid credentials test","tests","Sun Feb 23 01:26:54 GMT 2025","broken","Sun Feb 23 01:27:04 GMT 2025","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sun Feb 23 01:27:41 GMT 2025","broken","Sun Feb 23 01:27:41 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Sun Feb 23 01:25:44 GMT 2025","broken","Sun Feb 23 01:25:44 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Sun Feb 23 01:27:56 GMT 2025","broken","Sun Feb 23 01:27:56 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sun Feb 23 01:26:17 GMT 2025","broken","Sun Feb 23 01:26:17 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10273","Forgot Password with invalid email test","Custom parent suite","Sun Feb 23 01:29:25 GMT 2025","broken","Sun Feb 23 01:29:36 GMT 2025","Custom sub suite","Custom suite","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sun Feb 23 01:27:05 GMT 2025","broken","Sun Feb 23 01:27:05 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sun Feb 23 01:27:23 GMT 2025","broken","Sun Feb 23 01:27:23 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sun Feb 23 01:28:46 GMT 2025","broken","Sun Feb 23 01:28:46 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10256","Forgot Password with valid email test","Custom parent suite","Sun Feb 23 01:29:08 GMT 2025","broken","Sun Feb 23 01:29:18 GMT 2025","Custom sub suite","Custom suite","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sun Feb 23 01:28:31 GMT 2025","broken","Sun Feb 23 01:28:31 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Sun Feb 23 01:28:14 GMT 2025","broken","Sun Feb 23 01:28:14 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10243","Logout of system test","tests","Sun Feb 23 01:26:06 GMT 2025","broken","Sun Feb 23 01:26:16 GMT 2025","TestLogin","test_login","",""
