"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Exception catching","10258","Exception test","Custom parent suite","Tue Mar 18 01:28:03 GMT 2025","broken","Tue Mar 18 01:28:13 GMT 2025","Custom sub suite","Custom suite","",""
"Search for an existing project","0","Search for existing project test","tests","Tue Mar 18 01:26:29 GMT 2025","broken","Tue Mar 18 01:26:29 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Tue Mar 18 01:26:44 GMT 2025","broken","Tue Mar 18 01:26:44 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Tue Mar 18 01:27:14 GMT 2025","broken","Tue Mar 18 01:27:14 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10314","Login with valid credentials test","tests","Tue Mar 18 01:24:18 GMT 2025","broken","Tue Mar 18 01:24:28 GMT 2025","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Tue Mar 18 01:28:14 GMT 2025","skipped","Tue Mar 18 01:28:14 GMT 2025","TestLogin","test_login","",""
"Forgot Password with invalid email address","10262","Forgot Password with invalid email test","Custom parent suite","Tue Mar 18 01:27:48 GMT 2025","broken","Tue Mar 18 01:27:58 GMT 2025","Custom sub suite","Custom suite","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Tue Mar 18 01:26:15 GMT 2025","broken","Tue Mar 18 01:26:15 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Tue Mar 18 01:24:29 GMT 2025","broken","Tue Mar 18 01:24:29 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Tue Mar 18 01:25:45 GMT 2025","broken","Tue Mar 18 01:25:45 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10271","Login with invalid credentials test","tests","Tue Mar 18 01:25:18 GMT 2025","broken","Tue Mar 18 01:25:28 GMT 2025","TestLogin","test_login","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Tue Mar 18 01:26:00 GMT 2025","broken","Tue Mar 18 01:26:00 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10247","Forgot Password with valid email test","Custom parent suite","Tue Mar 18 01:27:33 GMT 2025","broken","Tue Mar 18 01:27:43 GMT 2025","Custom sub suite","Custom suite","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Tue Mar 18 01:24:59 GMT 2025","broken","Tue Mar 18 01:24:59 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Tue Mar 18 01:26:59 GMT 2025","broken","Tue Mar 18 01:26:59 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10279","Logout of system test","tests","Tue Mar 18 01:24:48 GMT 2025","broken","Tue Mar 18 01:24:58 GMT 2025","TestLogin","test_login","",""
"invalid login","10262","Login with invalid credentials test","tests","Tue Mar 18 01:25:34 GMT 2025","broken","Tue Mar 18 01:25:44 GMT 2025","TestLogin","test_login","",""
