"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Mar 11 01:04:30 GMT 2024","Mon Mar 11 01:04:40 GMT 2024","10291","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Mon Mar 11 01:01:44 GMT 2024","Mon Mar 11 01:01:44 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Mon Mar 11 01:03:38 GMT 2024","Mon Mar 11 01:03:38 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Mon Mar 11 01:02:23 GMT 2024","Mon Mar 11 01:02:33 GMT 2024","10275","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Mon Mar 11 01:03:25 GMT 2024","Mon Mar 11 01:03:25 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Mon Mar 11 01:04:17 GMT 2024","Mon Mar 11 01:04:27 GMT 2024","10243","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Mon Mar 11 01:03:12 GMT 2024","Mon Mar 11 01:03:12 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Mon Mar 11 01:02:47 GMT 2024","Mon Mar 11 01:02:47 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Mon Mar 11 01:03:50 GMT 2024","Mon Mar 11 01:03:50 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Mon Mar 11 01:02:36 GMT 2024","Mon Mar 11 01:02:46 GMT 2024","10334","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Mon Mar 11 01:03:00 GMT 2024","Mon Mar 11 01:03:00 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Mon Mar 11 01:01:58 GMT 2024","Mon Mar 11 01:02:08 GMT 2024","10295","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"broken","Mon Mar 11 01:04:03 GMT 2024","Mon Mar 11 01:04:03 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Mon Mar 11 01:04:42 GMT 2024","Mon Mar 11 01:04:53 GMT 2024","10240","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Mon Mar 11 01:01:33 GMT 2024","Mon Mar 11 01:01:43 GMT 2024","10343","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"skipped","Mon Mar 11 01:04:54 GMT 2024","Mon Mar 11 01:04:54 GMT 2024","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Mon Mar 11 01:02:09 GMT 2024","Mon Mar 11 01:02:09 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
