"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Jun 08 01:08:05 GMT 2024","Sat Jun 08 01:08:05 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Sat Jun 08 01:08:30 GMT 2024","Sat Jun 08 01:08:30 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Sat Jun 08 01:07:54 GMT 2024","Sat Jun 08 01:08:04 GMT 2024","10300","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Sat Jun 08 01:08:18 GMT 2024","Sat Jun 08 01:08:18 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Sat Jun 08 01:07:16 GMT 2024","Sat Jun 08 01:07:26 GMT 2024","10332","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"broken","Sat Jun 08 01:09:34 GMT 2024","Sat Jun 08 01:09:45 GMT 2024","10355","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Sat Jun 08 01:08:43 GMT 2024","Sat Jun 08 01:08:43 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Sat Jun 08 01:09:59 GMT 2024","Sat Jun 08 01:10:10 GMT 2024","10353","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Sat Jun 08 01:09:47 GMT 2024","Sat Jun 08 01:09:57 GMT 2024","10340","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Sat Jun 08 01:07:41 GMT 2024","Sat Jun 08 01:07:51 GMT 2024","10363","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Sat Jun 08 01:08:55 GMT 2024","Sat Jun 08 01:08:55 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Sat Jun 08 01:09:08 GMT 2024","Sat Jun 08 01:09:08 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"skipped","Sat Jun 08 01:10:11 GMT 2024","Sat Jun 08 01:10:11 GMT 2024","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Sat Jun 08 01:06:51 GMT 2024","Sat Jun 08 01:07:01 GMT 2024","10224","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"broken","Sat Jun 08 01:07:02 GMT 2024","Sat Jun 08 01:07:02 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Sat Jun 08 01:09:21 GMT 2024","Sat Jun 08 01:09:21 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Sat Jun 08 01:07:27 GMT 2024","Sat Jun 08 01:07:27 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
