"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Delete an existing workspace","0","Delete existing workspace","tests","Thu Mar 06 01:24:49 GMT 2025","broken","Thu Mar 06 01:24:49 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Thu Mar 06 01:25:34 GMT 2025","broken","Thu Mar 06 01:25:34 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Thu Mar 06 01:25:50 GMT 2025","broken","Thu Mar 06 01:25:50 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Thu Mar 06 01:25:19 GMT 2025","broken","Thu Mar 06 01:25:19 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Thu Mar 06 01:26:19 GMT 2025","broken","Thu Mar 06 01:26:19 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Thu Mar 06 01:23:33 GMT 2025","broken","Thu Mar 06 01:23:33 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10243","Login with invalid credentials test","tests","Thu Mar 06 01:24:38 GMT 2025","broken","Thu Mar 06 01:24:48 GMT 2025","TestLogin","test_login","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Thu Mar 06 01:25:04 GMT 2025","broken","Thu Mar 06 01:25:04 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10260","Exception test","Custom parent suite","Thu Mar 06 01:27:08 GMT 2025","broken","Thu Mar 06 01:27:18 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10249","Login with invalid credentials test","tests","Thu Mar 06 01:24:22 GMT 2025","broken","Thu Mar 06 01:24:32 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Thu Mar 06 01:26:04 GMT 2025","broken","Thu Mar 06 01:26:04 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Thu Mar 06 01:27:19 GMT 2025","skipped","Thu Mar 06 01:27:19 GMT 2025","TestLogin","test_login","",""
"Forgot Password with invalid email address","10280","Forgot Password with invalid email test","Custom parent suite","Thu Mar 06 01:26:53 GMT 2025","broken","Thu Mar 06 01:27:03 GMT 2025","Custom sub suite","Custom suite","",""
"valid login","10322","Login with valid credentials test","tests","Thu Mar 06 01:23:22 GMT 2025","broken","Thu Mar 06 01:23:32 GMT 2025","TestLogin","test_login","",""
"Log out from app","10265","Logout of system test","tests","Thu Mar 06 01:23:52 GMT 2025","broken","Thu Mar 06 01:24:02 GMT 2025","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Thu Mar 06 01:24:03 GMT 2025","broken","Thu Mar 06 01:24:03 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10263","Forgot Password with valid email test","Custom parent suite","Thu Mar 06 01:26:38 GMT 2025","broken","Thu Mar 06 01:26:48 GMT 2025","Custom sub suite","Custom suite","",""
