"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Search for an existing project","0","Search for existing project test","tests","Sat May 10 01:30:12 GMT 2025","broken","Sat May 10 01:30:12 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10242","Logout of system test","tests","Sat May 10 01:28:25 GMT 2025","broken","Sat May 10 01:28:35 GMT 2025","TestLogin","test_login","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sat May 10 01:29:38 GMT 2025","broken","Sat May 10 01:29:38 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sat May 10 01:29:55 GMT 2025","broken","Sat May 10 01:29:55 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10300","Forgot Password with invalid email test","Custom parent suite","Sat May 10 01:31:35 GMT 2025","broken","Sat May 10 01:31:46 GMT 2025","Custom sub suite","Custom suite","",""
"Search for a non existing project","0","Search for non existing project","tests","Sat May 10 01:30:27 GMT 2025","broken","Sat May 10 01:30:27 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10247","Forgot Password with valid email test","Custom parent suite","Sat May 10 01:31:18 GMT 2025","broken","Sat May 10 01:31:28 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10244","Login with invalid credentials test","tests","Sat May 10 01:29:10 GMT 2025","broken","Sat May 10 01:29:20 GMT 2025","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Sat May 10 01:32:05 GMT 2025","skipped","Sat May 10 01:32:05 GMT 2025","TestLogin","test_login","",""
"valid login","10337","Login with valid credentials test","tests","Sat May 10 01:27:53 GMT 2025","broken","Sat May 10 01:28:03 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sat May 10 01:30:44 GMT 2025","broken","Sat May 10 01:30:44 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sat May 10 01:30:58 GMT 2025","broken","Sat May 10 01:30:58 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sat May 10 01:28:36 GMT 2025","broken","Sat May 10 01:28:36 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sat May 10 01:29:21 GMT 2025","broken","Sat May 10 01:29:21 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10244","Exception test","Custom parent suite","Sat May 10 01:31:53 GMT 2025","broken","Sat May 10 01:32:03 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10243","Login with invalid credentials test","tests","Sat May 10 01:28:53 GMT 2025","broken","Sat May 10 01:29:03 GMT 2025","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Sat May 10 01:28:04 GMT 2025","broken","Sat May 10 01:28:04 GMT 2025","TestWorkspaces","test_workspaces","",""
