"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Tue Apr 22 01:30:03 GMT 2025","broken","Tue Apr 22 01:30:03 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Tue Apr 22 01:29:33 GMT 2025","broken","Tue Apr 22 01:29:33 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10241","Logout of system test","tests","Tue Apr 22 01:28:37 GMT 2025","broken","Tue Apr 22 01:28:47 GMT 2025","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Tue Apr 22 01:31:05 GMT 2025","broken","Tue Apr 22 01:31:05 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10236","Exception test","Custom parent suite","Tue Apr 22 01:31:55 GMT 2025","broken","Tue Apr 22 01:32:06 GMT 2025","Custom sub suite","Custom suite","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Tue Apr 22 01:30:48 GMT 2025","broken","Tue Apr 22 01:30:48 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10239","Login with valid credentials test","tests","Tue Apr 22 01:28:06 GMT 2025","broken","Tue Apr 22 01:28:17 GMT 2025","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Tue Apr 22 01:28:48 GMT 2025","broken","Tue Apr 22 01:28:48 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10232","Forgot Password with valid email test","Custom parent suite","Tue Apr 22 01:31:25 GMT 2025","broken","Tue Apr 22 01:31:35 GMT 2025","Custom sub suite","Custom suite","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Tue Apr 22 01:29:50 GMT 2025","broken","Tue Apr 22 01:29:50 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10238","Login with invalid credentials test","tests","Tue Apr 22 01:29:05 GMT 2025","broken","Tue Apr 22 01:29:15 GMT 2025","TestLogin","test_login","",""
"Forgot Password with invalid email address","10292","Forgot Password with invalid email test","Custom parent suite","Tue Apr 22 01:31:41 GMT 2025","broken","Tue Apr 22 01:31:52 GMT 2025","Custom sub suite","Custom suite","",""
"Search for a non existing project","0","Search for non existing project","tests","Tue Apr 22 01:30:31 GMT 2025","broken","Tue Apr 22 01:30:31 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10243","Login with invalid credentials test","tests","Tue Apr 22 01:29:22 GMT 2025","broken","Tue Apr 22 01:29:32 GMT 2025","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Tue Apr 22 01:32:06 GMT 2025","skipped","Tue Apr 22 01:32:06 GMT 2025","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Tue Apr 22 01:30:17 GMT 2025","broken","Tue Apr 22 01:30:17 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Tue Apr 22 01:28:17 GMT 2025","broken","Tue Apr 22 01:28:17 GMT 2025","TestWorkspaces","test_workspaces","",""
