"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Forgot password with a valid email address","10249","Forgot Password with valid email test","Custom parent suite","Thu Jan 30 01:20:20 GMT 2025","broken","Thu Jan 30 01:20:30 GMT 2025","Custom sub suite","Custom suite","",""
"Exception catching","10242","Exception test","Custom parent suite","Thu Jan 30 01:20:50 GMT 2025","broken","Thu Jan 30 01:21:00 GMT 2025","Custom sub suite","Custom suite","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Thu Jan 30 01:20:01 GMT 2025","broken","Thu Jan 30 01:20:01 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Thu Jan 30 01:17:17 GMT 2025","broken","Thu Jan 30 01:17:17 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Thu Jan 30 01:19:46 GMT 2025","broken","Thu Jan 30 01:19:46 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10316","Login with valid credentials test","tests","Thu Jan 30 01:17:05 GMT 2025","broken","Thu Jan 30 01:17:15 GMT 2025","TestLogin","test_login","",""
"invalid login","10243","Login with invalid credentials test","tests","Thu Jan 30 01:18:05 GMT 2025","broken","Thu Jan 30 01:18:15 GMT 2025","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Thu Jan 30 01:21:01 GMT 2025","skipped","Thu Jan 30 01:21:01 GMT 2025","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Thu Jan 30 01:19:16 GMT 2025","broken","Thu Jan 30 01:19:16 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10247","Login with invalid credentials test","tests","Thu Jan 30 01:18:20 GMT 2025","broken","Thu Jan 30 01:18:30 GMT 2025","TestLogin","test_login","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Thu Jan 30 01:18:46 GMT 2025","broken","Thu Jan 30 01:18:46 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Thu Jan 30 01:17:46 GMT 2025","broken","Thu Jan 30 01:17:46 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10245","Logout of system test","tests","Thu Jan 30 01:17:35 GMT 2025","broken","Thu Jan 30 01:17:45 GMT 2025","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Thu Jan 30 01:19:01 GMT 2025","broken","Thu Jan 30 01:19:01 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Thu Jan 30 01:19:32 GMT 2025","broken","Thu Jan 30 01:19:32 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10313","Forgot Password with invalid email test","Custom parent suite","Thu Jan 30 01:20:35 GMT 2025","broken","Thu Jan 30 01:20:45 GMT 2025","Custom sub suite","Custom suite","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Thu Jan 30 01:18:31 GMT 2025","broken","Thu Jan 30 01:18:31 GMT 2025","TestWorkspaces","test_workspaces","",""
