"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Forgot Password with invalid email address","10256","Forgot Password with invalid email test","Custom parent suite","Wed Feb 12 01:22:52 GMT 2025","broken","Wed Feb 12 01:23:02 GMT 2025","Custom sub suite","Custom suite","",""
"Exception catching","10255","Exception test","Custom parent suite","Wed Feb 12 01:23:06 GMT 2025","broken","Wed Feb 12 01:23:17 GMT 2025","Custom sub suite","Custom suite","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Wed Feb 12 01:20:49 GMT 2025","broken","Wed Feb 12 01:20:49 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10242","Login with valid credentials test","tests","Wed Feb 12 01:19:22 GMT 2025","broken","Wed Feb 12 01:19:32 GMT 2025","TestLogin","test_login","",""
"Search for a non existing project","0","Search for non existing project","tests","Wed Feb 12 01:21:49 GMT 2025","broken","Wed Feb 12 01:21:49 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Wed Feb 12 01:21:19 GMT 2025","broken","Wed Feb 12 01:21:19 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10247","Forgot Password with valid email test","Custom parent suite","Wed Feb 12 01:22:37 GMT 2025","broken","Wed Feb 12 01:22:47 GMT 2025","Custom sub suite","Custom suite","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Wed Feb 12 01:20:03 GMT 2025","broken","Wed Feb 12 01:20:03 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Wed Feb 12 01:21:04 GMT 2025","broken","Wed Feb 12 01:21:04 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Wed Feb 12 01:19:33 GMT 2025","broken","Wed Feb 12 01:19:33 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Wed Feb 12 01:22:18 GMT 2025","broken","Wed Feb 12 01:22:18 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10248","Login with invalid credentials test","tests","Wed Feb 12 01:20:37 GMT 2025","broken","Wed Feb 12 01:20:48 GMT 2025","TestLogin","test_login","",""
"Log out from app","10242","Logout of system test","tests","Wed Feb 12 01:19:51 GMT 2025","broken","Wed Feb 12 01:20:02 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Wed Feb 12 01:22:03 GMT 2025","broken","Wed Feb 12 01:22:03 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10247","Login with invalid credentials test","tests","Wed Feb 12 01:20:22 GMT 2025","broken","Wed Feb 12 01:20:33 GMT 2025","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Wed Feb 12 01:23:18 GMT 2025","skipped","Wed Feb 12 01:23:18 GMT 2025","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Wed Feb 12 01:21:34 GMT 2025","broken","Wed Feb 12 01:21:34 GMT 2025","TestWorkspaces","test_workspaces","",""
