"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Search for an existing project","0","Search for existing project test","tests","Tue Jan 28 01:20:09 GMT 2025","broken","Tue Jan 28 01:20:09 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Tue Jan 28 01:20:53 GMT 2025","broken","Tue Jan 28 01:20:53 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Tue Jan 28 01:18:10 GMT 2025","broken","Tue Jan 28 01:18:10 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10269","Login with invalid credentials test","tests","Tue Jan 28 01:18:57 GMT 2025","broken","Tue Jan 28 01:19:08 GMT 2025","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Tue Jan 28 01:18:39 GMT 2025","broken","Tue Jan 28 01:18:39 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Tue Jan 28 01:20:23 GMT 2025","broken","Tue Jan 28 01:20:23 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10320","Forgot Password with invalid email test","Custom parent suite","Tue Jan 28 01:21:26 GMT 2025","broken","Tue Jan 28 01:21:36 GMT 2025","Custom sub suite","Custom suite","",""
"Skip Test example","0","Skipped test example","tests","Tue Jan 28 01:21:52 GMT 2025","skipped","Tue Jan 28 01:21:52 GMT 2025","TestLogin","test_login","",""
"Forgot password with a valid email address","10277","Forgot Password with valid email test","Custom parent suite","Tue Jan 28 01:21:11 GMT 2025","broken","Tue Jan 28 01:21:21 GMT 2025","Custom sub suite","Custom suite","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Tue Jan 28 01:19:38 GMT 2025","broken","Tue Jan 28 01:19:38 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Tue Jan 28 01:19:23 GMT 2025","broken","Tue Jan 28 01:19:23 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10268","Logout of system test","tests","Tue Jan 28 01:18:28 GMT 2025","broken","Tue Jan 28 01:18:38 GMT 2025","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Tue Jan 28 01:19:53 GMT 2025","broken","Tue Jan 28 01:19:53 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10451","Login with valid credentials test","tests","Tue Jan 28 01:17:58 GMT 2025","broken","Tue Jan 28 01:18:08 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Tue Jan 28 01:20:38 GMT 2025","broken","Tue Jan 28 01:20:38 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10261","Exception test","Custom parent suite","Tue Jan 28 01:21:41 GMT 2025","broken","Tue Jan 28 01:21:51 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10249","Login with invalid credentials test","tests","Tue Jan 28 01:19:12 GMT 2025","broken","Tue Jan 28 01:19:22 GMT 2025","TestLogin","test_login","",""
