"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Exception catching","10305","Exception test","Custom parent suite","Fri Feb 14 01:23:15 GMT 2025","broken","Fri Feb 14 01:23:25 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10247","Login with invalid credentials test","tests","Fri Feb 14 01:20:29 GMT 2025","broken","Fri Feb 14 01:20:39 GMT 2025","TestLogin","test_login","",""
"Search for a non existing project","0","Search for non existing project","tests","Fri Feb 14 01:21:56 GMT 2025","broken","Fri Feb 14 01:21:56 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Fri Feb 14 01:19:40 GMT 2025","broken","Fri Feb 14 01:19:40 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10250","Login with valid credentials test","tests","Fri Feb 14 01:19:29 GMT 2025","broken","Fri Feb 14 01:19:39 GMT 2025","TestLogin","test_login","",""
"Log out from app","10269","Logout of system test","tests","Fri Feb 14 01:19:59 GMT 2025","broken","Fri Feb 14 01:20:09 GMT 2025","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Fri Feb 14 01:23:26 GMT 2025","skipped","Fri Feb 14 01:23:26 GMT 2025","TestLogin","test_login","",""
"Forgot Password with invalid email address","10265","Forgot Password with invalid email test","Custom parent suite","Fri Feb 14 01:23:00 GMT 2025","broken","Fri Feb 14 01:23:10 GMT 2025","Custom sub suite","Custom suite","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Fri Feb 14 01:21:26 GMT 2025","broken","Fri Feb 14 01:21:26 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Fri Feb 14 01:20:55 GMT 2025","broken","Fri Feb 14 01:20:55 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Fri Feb 14 01:20:10 GMT 2025","broken","Fri Feb 14 01:20:10 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10270","Login with invalid credentials test","tests","Fri Feb 14 01:20:44 GMT 2025","broken","Fri Feb 14 01:20:54 GMT 2025","TestLogin","test_login","",""
"Forgot password with a valid email address","10278","Forgot Password with valid email test","Custom parent suite","Fri Feb 14 01:22:44 GMT 2025","broken","Fri Feb 14 01:22:54 GMT 2025","Custom sub suite","Custom suite","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Fri Feb 14 01:21:10 GMT 2025","broken","Fri Feb 14 01:21:10 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Fri Feb 14 01:21:41 GMT 2025","broken","Fri Feb 14 01:21:41 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Fri Feb 14 01:22:11 GMT 2025","broken","Fri Feb 14 01:22:11 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Fri Feb 14 01:22:26 GMT 2025","broken","Fri Feb 14 01:22:26 GMT 2025","TestWorkspaces","test_workspaces","",""
