"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jan 03 01:03:34 GMT 2024","Wed Jan 03 01:03:44 GMT 2024","10202","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"broken","Wed Jan 03 01:05:38 GMT 2024","Wed Jan 03 01:05:38 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Wed Jan 03 01:06:03 GMT 2024","Wed Jan 03 01:06:03 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Wed Jan 03 01:03:59 GMT 2024","Wed Jan 03 01:04:09 GMT 2024","10166","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"broken","Wed Jan 03 01:06:41 GMT 2024","Wed Jan 03 01:06:51 GMT 2024","10168","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Wed Jan 03 01:06:16 GMT 2024","Wed Jan 03 01:06:26 GMT 2024","10172","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Wed Jan 03 01:04:48 GMT 2024","Wed Jan 03 01:04:48 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Wed Jan 03 01:05:50 GMT 2024","Wed Jan 03 01:05:50 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Wed Jan 03 01:04:24 GMT 2024","Wed Jan 03 01:04:34 GMT 2024","10159","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Wed Jan 03 01:05:13 GMT 2024","Wed Jan 03 01:05:13 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Wed Jan 03 01:05:25 GMT 2024","Wed Jan 03 01:05:25 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Wed Jan 03 01:04:11 GMT 2024","Wed Jan 03 01:04:11 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Wed Jan 03 01:04:37 GMT 2024","Wed Jan 03 01:04:47 GMT 2024","10171","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Wed Jan 03 01:05:00 GMT 2024","Wed Jan 03 01:05:00 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"skipped","Wed Jan 03 01:06:53 GMT 2024","Wed Jan 03 01:06:53 GMT 2024","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Wed Jan 03 01:03:46 GMT 2024","Wed Jan 03 01:03:46 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Wed Jan 03 01:06:29 GMT 2024","Wed Jan 03 01:06:39 GMT 2024","10174","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
