"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Aug 31 01:16:34 GMT 2024","Sat Aug 31 01:16:34 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Sat Aug 31 01:16:18 GMT 2024","Sat Aug 31 01:16:18 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Sat Aug 31 01:15:15 GMT 2024","Sat Aug 31 01:15:25 GMT 2024","10274","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"broken","Sat Aug 31 01:18:18 GMT 2024","Sat Aug 31 01:18:29 GMT 2024","10261","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Sat Aug 31 01:14:53 GMT 2024","Sat Aug 31 01:14:53 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Sat Aug 31 01:16:49 GMT 2024","Sat Aug 31 01:16:49 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Sat Aug 31 01:15:26 GMT 2024","Sat Aug 31 01:15:26 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Sat Aug 31 01:17:24 GMT 2024","Sat Aug 31 01:17:24 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Sat Aug 31 01:14:41 GMT 2024","Sat Aug 31 01:14:52 GMT 2024","10429","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"broken","Sat Aug 31 01:17:40 GMT 2024","Sat Aug 31 01:17:40 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Sat Aug 31 01:17:56 GMT 2024","Sat Aug 31 01:17:56 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"skipped","Sat Aug 31 01:19:01 GMT 2024","Sat Aug 31 01:19:01 GMT 2024","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Sat Aug 31 01:15:49 GMT 2024","Sat Aug 31 01:16:00 GMT 2024","10280","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Sat Aug 31 01:18:34 GMT 2024","Sat Aug 31 01:18:44 GMT 2024","10322","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Sat Aug 31 01:17:07 GMT 2024","Sat Aug 31 01:17:07 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Sat Aug 31 01:18:50 GMT 2024","Sat Aug 31 01:19:00 GMT 2024","10278","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Sat Aug 31 01:16:06 GMT 2024","Sat Aug 31 01:16:17 GMT 2024","10272","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
