"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jan 12 01:07:54 GMT 2024","Fri Jan 12 01:07:54 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Fri Jan 12 01:05:39 GMT 2024","Fri Jan 12 01:05:49 GMT 2024","10317","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"broken","Fri Jan 12 01:06:28 GMT 2024","Fri Jan 12 01:06:39 GMT 2024","10177","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Fri Jan 12 01:07:17 GMT 2024","Fri Jan 12 01:07:17 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Fri Jan 12 01:06:15 GMT 2024","Fri Jan 12 01:06:15 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Fri Jan 12 01:06:04 GMT 2024","Fri Jan 12 01:06:14 GMT 2024","10177","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"skipped","Fri Jan 12 01:08:56 GMT 2024","Fri Jan 12 01:08:56 GMT 2024","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Fri Jan 12 01:08:20 GMT 2024","Fri Jan 12 01:08:30 GMT 2024","10180","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Fri Jan 12 01:07:42 GMT 2024","Fri Jan 12 01:07:42 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Fri Jan 12 01:06:52 GMT 2024","Fri Jan 12 01:06:52 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Fri Jan 12 01:08:45 GMT 2024","Fri Jan 12 01:08:55 GMT 2024","10179","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Fri Jan 12 01:07:29 GMT 2024","Fri Jan 12 01:07:29 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Fri Jan 12 01:06:41 GMT 2024","Fri Jan 12 01:06:51 GMT 2024","10192","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Fri Jan 12 01:08:06 GMT 2024","Fri Jan 12 01:08:06 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Fri Jan 12 01:05:50 GMT 2024","Fri Jan 12 01:05:50 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Fri Jan 12 01:07:05 GMT 2024","Fri Jan 12 01:07:05 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Fri Jan 12 01:08:32 GMT 2024","Fri Jan 12 01:08:42 GMT 2024","10204","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
