"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Feb 04 01:08:39 GMT 2024","Sun Feb 04 01:08:49 GMT 2024","10197","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Sun Feb 04 01:06:45 GMT 2024","Sun Feb 04 01:06:45 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Sun Feb 04 01:06:22 GMT 2024","Sun Feb 04 01:06:32 GMT 2024","10202","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Sun Feb 04 01:06:34 GMT 2024","Sun Feb 04 01:06:44 GMT 2024","10186","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Sun Feb 04 01:07:36 GMT 2024","Sun Feb 04 01:07:36 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Sun Feb 04 01:05:57 GMT 2024","Sun Feb 04 01:06:07 GMT 2024","10207","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"broken","Sun Feb 04 01:05:43 GMT 2024","Sun Feb 04 01:05:43 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Sun Feb 04 01:06:08 GMT 2024","Sun Feb 04 01:06:08 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Sun Feb 04 01:07:10 GMT 2024","Sun Feb 04 01:07:10 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Sun Feb 04 01:08:14 GMT 2024","Sun Feb 04 01:08:24 GMT 2024","10193","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Sun Feb 04 01:07:23 GMT 2024","Sun Feb 04 01:07:23 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Sun Feb 04 01:06:58 GMT 2024","Sun Feb 04 01:06:58 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"skipped","Sun Feb 04 01:08:51 GMT 2024","Sun Feb 04 01:08:51 GMT 2024","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Sun Feb 04 01:05:32 GMT 2024","Sun Feb 04 01:05:42 GMT 2024","10192","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"broken","Sun Feb 04 01:08:27 GMT 2024","Sun Feb 04 01:08:37 GMT 2024","10316","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Sun Feb 04 01:07:48 GMT 2024","Sun Feb 04 01:07:48 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Sun Feb 04 01:08:01 GMT 2024","Sun Feb 04 01:08:01 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
