"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Rename an existing workspace","0","Rename an existing workspace test","tests","Fri Apr 04 01:26:36 GMT 2025","broken","Fri Apr 04 01:26:36 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Fri Apr 04 01:28:51 GMT 2025","broken","Fri Apr 04 01:28:51 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10263","Login with valid credentials test","tests","Fri Apr 04 01:25:54 GMT 2025","broken","Fri Apr 04 01:26:04 GMT 2025","TestLogin","test_login","",""
"Exception catching","10267","Exception test","Custom parent suite","Fri Apr 04 01:29:41 GMT 2025","broken","Fri Apr 04 01:29:51 GMT 2025","Custom sub suite","Custom suite","",""
"Forgot password with a valid email address","10284","Forgot Password with valid email test","Custom parent suite","Fri Apr 04 01:29:10 GMT 2025","broken","Fri Apr 04 01:29:20 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10267","Login with invalid credentials test","tests","Fri Apr 04 01:27:09 GMT 2025","broken","Fri Apr 04 01:27:19 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Fri Apr 04 01:28:36 GMT 2025","broken","Fri Apr 04 01:28:36 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Fri Apr 04 01:28:21 GMT 2025","broken","Fri Apr 04 01:28:21 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10265","Logout of system test","tests","Fri Apr 04 01:26:24 GMT 2025","broken","Fri Apr 04 01:26:35 GMT 2025","TestLogin","test_login","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Fri Apr 04 01:27:35 GMT 2025","broken","Fri Apr 04 01:27:35 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Fri Apr 04 01:27:51 GMT 2025","broken","Fri Apr 04 01:27:51 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10259","Login with invalid credentials test","tests","Fri Apr 04 01:26:54 GMT 2025","broken","Fri Apr 04 01:27:04 GMT 2025","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Fri Apr 04 01:29:52 GMT 2025","skipped","Fri Apr 04 01:29:52 GMT 2025","TestLogin","test_login","",""
"Forgot Password with invalid email address","10292","Forgot Password with invalid email test","Custom parent suite","Fri Apr 04 01:29:25 GMT 2025","broken","Fri Apr 04 01:29:35 GMT 2025","Custom sub suite","Custom suite","",""
"Create new Workspace","0","Create new workspace test","tests","Fri Apr 04 01:26:06 GMT 2025","broken","Fri Apr 04 01:26:06 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Fri Apr 04 01:28:06 GMT 2025","broken","Fri Apr 04 01:28:06 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Fri Apr 04 01:27:20 GMT 2025","broken","Fri Apr 04 01:27:20 GMT 2025","TestWorkspaces","test_workspaces","",""
