"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Create new Workspace","0","Create new workspace test","tests","Sat Nov 23 01:22:43 GMT 2024","broken","Sat Nov 23 01:22:43 GMT 2024","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10341","Forgot Password with invalid email test","Custom parent suite","Sat Nov 23 01:26:01 GMT 2024","broken","Sat Nov 23 01:26:11 GMT 2024","Custom sub suite","Custom suite","",""
"Forgot password with a valid email address","10289","Forgot Password with valid email test","Custom parent suite","Sat Nov 23 01:25:46 GMT 2024","broken","Sat Nov 23 01:25:56 GMT 2024","Custom sub suite","Custom suite","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sat Nov 23 01:24:28 GMT 2024","broken","Sat Nov 23 01:24:28 GMT 2024","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Sat Nov 23 01:24:58 GMT 2024","broken","Sat Nov 23 01:24:58 GMT 2024","TestWorkspaces","test_workspaces","",""
"Log out from app","10289","Logout of system test","tests","Sat Nov 23 01:23:02 GMT 2024","broken","Sat Nov 23 01:23:12 GMT 2024","TestLogin","test_login","",""
"Exception catching","10306","Exception test","Custom parent suite","Sat Nov 23 01:26:15 GMT 2024","broken","Sat Nov 23 01:26:26 GMT 2024","Custom sub suite","Custom suite","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sat Nov 23 01:23:13 GMT 2024","broken","Sat Nov 23 01:23:13 GMT 2024","TestWorkspaces","test_workspaces","",""
"valid login","10471","Login with valid credentials test","tests","Sat Nov 23 01:22:32 GMT 2024","broken","Sat Nov 23 01:22:42 GMT 2024","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sat Nov 23 01:23:58 GMT 2024","broken","Sat Nov 23 01:23:58 GMT 2024","TestWorkspaces","test_workspaces","",""
"invalid login","10297","Login with invalid credentials test","tests","Sat Nov 23 01:23:32 GMT 2024","broken","Sat Nov 23 01:23:42 GMT 2024","TestLogin","test_login","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sat Nov 23 01:24:13 GMT 2024","broken","Sat Nov 23 01:24:13 GMT 2024","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Sat Nov 23 01:26:27 GMT 2024","skipped","Sat Nov 23 01:26:27 GMT 2024","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sat Nov 23 01:25:13 GMT 2024","broken","Sat Nov 23 01:25:13 GMT 2024","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sat Nov 23 01:25:28 GMT 2024","broken","Sat Nov 23 01:25:28 GMT 2024","TestWorkspaces","test_workspaces","",""
"invalid login","10303","Login with invalid credentials test","tests","Sat Nov 23 01:23:47 GMT 2024","broken","Sat Nov 23 01:23:57 GMT 2024","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Sat Nov 23 01:24:43 GMT 2024","broken","Sat Nov 23 01:24:43 GMT 2024","TestWorkspaces","test_workspaces","",""
