"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Search for an existing project","0","Search for existing project test","tests","Sun Nov 03 01:27:40 GMT 2024","broken","Sun Nov 03 01:27:40 GMT 2024","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Sun Nov 03 01:25:38 GMT 2024","broken","Sun Nov 03 01:25:38 GMT 2024","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sun Nov 03 01:28:26 GMT 2024","broken","Sun Nov 03 01:28:26 GMT 2024","TestWorkspaces","test_workspaces","",""
"invalid login","10277","Login with invalid credentials test","tests","Sun Nov 03 01:26:43 GMT 2024","broken","Sun Nov 03 01:26:54 GMT 2024","TestLogin","test_login","",""
"Forgot password with a valid email address","10284","Forgot Password with valid email test","Custom parent suite","Sun Nov 03 01:28:45 GMT 2024","broken","Sun Nov 03 01:28:56 GMT 2024","Custom sub suite","Custom suite","",""
"valid login","10283","Login with valid credentials test","tests","Sun Nov 03 01:25:26 GMT 2024","broken","Sun Nov 03 01:25:36 GMT 2024","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sun Nov 03 01:26:09 GMT 2024","broken","Sun Nov 03 01:26:09 GMT 2024","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sun Nov 03 01:27:10 GMT 2024","broken","Sun Nov 03 01:27:10 GMT 2024","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sun Nov 03 01:26:55 GMT 2024","broken","Sun Nov 03 01:26:55 GMT 2024","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Sun Nov 03 01:27:56 GMT 2024","broken","Sun Nov 03 01:27:56 GMT 2024","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sun Nov 03 01:28:11 GMT 2024","broken","Sun Nov 03 01:28:11 GMT 2024","TestWorkspaces","test_workspaces","",""
"invalid login","10279","Login with invalid credentials test","tests","Sun Nov 03 01:26:28 GMT 2024","broken","Sun Nov 03 01:26:38 GMT 2024","TestLogin","test_login","",""
"Log out from app","10293","Logout of system test","tests","Sun Nov 03 01:25:57 GMT 2024","broken","Sun Nov 03 01:26:07 GMT 2024","TestLogin","test_login","",""
"Exception catching","10297","Exception test","Custom parent suite","Sun Nov 03 01:29:16 GMT 2024","broken","Sun Nov 03 01:29:26 GMT 2024","Custom sub suite","Custom suite","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sun Nov 03 01:27:25 GMT 2024","broken","Sun Nov 03 01:27:25 GMT 2024","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10308","Forgot Password with invalid email test","Custom parent suite","Sun Nov 03 01:29:01 GMT 2024","broken","Sun Nov 03 01:29:11 GMT 2024","Custom sub suite","Custom suite","",""
"Skip Test example","0","Skipped test example","tests","Sun Nov 03 01:29:27 GMT 2024","skipped","Sun Nov 03 01:29:27 GMT 2024","TestLogin","test_login","",""
