"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Search for a non existing project","0","Search for non existing project","tests","Wed Mar 26 01:28:23 GMT 2025","broken","Wed Mar 26 01:28:23 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Wed Mar 26 01:27:19 GMT 2025","broken","Wed Mar 26 01:27:19 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10251","Exception test","Custom parent suite","Wed Mar 26 01:29:57 GMT 2025","broken","Wed Mar 26 01:30:07 GMT 2025","Custom sub suite","Custom suite","",""
"Forgot password with a valid email address","10245","Forgot Password with valid email test","Custom parent suite","Wed Mar 26 01:29:23 GMT 2025","broken","Wed Mar 26 01:29:33 GMT 2025","Custom sub suite","Custom suite","",""
"Search for an existing project","0","Search for existing project test","tests","Wed Mar 26 01:28:07 GMT 2025","broken","Wed Mar 26 01:28:07 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10250","Login with valid credentials test","tests","Wed Mar 26 01:25:43 GMT 2025","broken","Wed Mar 26 01:25:54 GMT 2025","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Wed Mar 26 01:25:55 GMT 2025","broken","Wed Mar 26 01:25:55 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Wed Mar 26 01:28:59 GMT 2025","broken","Wed Mar 26 01:28:59 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Wed Mar 26 01:27:34 GMT 2025","broken","Wed Mar 26 01:27:34 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10286","Forgot Password with invalid email test","Custom parent suite","Wed Mar 26 01:29:38 GMT 2025","broken","Wed Mar 26 01:29:49 GMT 2025","Custom sub suite","Custom suite","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Wed Mar 26 01:27:52 GMT 2025","broken","Wed Mar 26 01:27:52 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10253","Login with invalid credentials test","tests","Wed Mar 26 01:26:51 GMT 2025","broken","Wed Mar 26 01:27:01 GMT 2025","TestLogin","test_login","",""
"invalid login","10250","Login with invalid credentials test","tests","Wed Mar 26 01:27:06 GMT 2025","broken","Wed Mar 26 01:27:16 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","1","Cancel a project deletion","tests","Wed Mar 26 01:28:41 GMT 2025","broken","Wed Mar 26 01:28:41 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10245","Logout of system test","tests","Wed Mar 26 01:26:17 GMT 2025","broken","Wed Mar 26 01:26:28 GMT 2025","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Wed Mar 26 01:26:29 GMT 2025","broken","Wed Mar 26 01:26:29 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Wed Mar 26 01:30:08 GMT 2025","skipped","Wed Mar 26 01:30:08 GMT 2025","TestLogin","test_login","",""
