"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Cancel project deletion","0","Cancel a project deletion","tests","Wed Jun 11 01:45:59 GMT 2025","broken","Wed Jun 11 01:45:59 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Wed Jun 11 01:44:46 GMT 2025","broken","Wed Jun 11 01:44:46 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10230","Logout of system test","tests","Wed Jun 11 01:43:48 GMT 2025","broken","Wed Jun 11 01:43:58 GMT 2025","TestLogin","test_login","",""
"invalid login","10243","Login with invalid credentials test","tests","Wed Jun 11 01:44:35 GMT 2025","broken","Wed Jun 11 01:44:46 GMT 2025","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Wed Jun 11 01:46:16 GMT 2025","broken","Wed Jun 11 01:46:16 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10242","Exception test","Custom parent suite","Wed Jun 11 01:47:09 GMT 2025","broken","Wed Jun 11 01:47:19 GMT 2025","Custom sub suite","Custom suite","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Wed Jun 11 01:43:59 GMT 2025","broken","Wed Jun 11 01:43:59 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10234","Forgot Password with valid email test","Custom parent suite","Wed Jun 11 01:46:38 GMT 2025","broken","Wed Jun 11 01:46:49 GMT 2025","Custom sub suite","Custom suite","",""
"Search for a non existing project","0","Search for non existing project","tests","Wed Jun 11 01:45:47 GMT 2025","broken","Wed Jun 11 01:45:47 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Wed Jun 11 01:43:32 GMT 2025","broken","Wed Jun 11 01:43:32 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10294","Forgot Password with invalid email test","Custom parent suite","Wed Jun 11 01:46:52 GMT 2025","broken","Wed Jun 11 01:47:02 GMT 2025","Custom sub suite","Custom suite","",""
"valid login","10252","Login with valid credentials test","tests","Wed Jun 11 01:43:21 GMT 2025","broken","Wed Jun 11 01:43:31 GMT 2025","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Wed Jun 11 01:45:17 GMT 2025","broken","Wed Jun 11 01:45:17 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Wed Jun 11 01:45:03 GMT 2025","broken","Wed Jun 11 01:45:03 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10236","Login with invalid credentials test","tests","Wed Jun 11 01:44:19 GMT 2025","broken","Wed Jun 11 01:44:29 GMT 2025","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Wed Jun 11 01:47:20 GMT 2025","skipped","Wed Jun 11 01:47:20 GMT 2025","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Wed Jun 11 01:45:30 GMT 2025","broken","Wed Jun 11 01:45:30 GMT 2025","TestWorkspaces","test_workspaces","",""
