"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Exception catching","10256","Exception test","Custom parent suite","Sun Mar 02 01:30:43 GMT 2025","broken","Sun Mar 02 01:30:53 GMT 2025","Custom sub suite","Custom suite","",""
"Create new Workspace","0","Create new workspace test","tests","Sun Mar 02 01:26:50 GMT 2025","broken","Sun Mar 02 01:26:50 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10262","Login with invalid credentials test","tests","Sun Mar 02 01:27:56 GMT 2025","broken","Sun Mar 02 01:28:06 GMT 2025","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Sun Mar 02 01:30:55 GMT 2025","skipped","Sun Mar 02 01:30:55 GMT 2025","TestLogin","test_login","",""
"Search for a non existing project","0","Search for non existing project","tests","Sun Mar 02 01:29:16 GMT 2025","broken","Sun Mar 02 01:29:16 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sun Mar 02 01:27:21 GMT 2025","broken","Sun Mar 02 01:27:21 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sun Mar 02 01:28:25 GMT 2025","broken","Sun Mar 02 01:28:25 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sun Mar 02 01:28:07 GMT 2025","broken","Sun Mar 02 01:28:07 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10251","Login with invalid credentials test","tests","Sun Mar 02 01:27:41 GMT 2025","broken","Sun Mar 02 01:27:51 GMT 2025","TestLogin","test_login","",""
"Forgot password with a valid email address","10268","Forgot Password with valid email test","Custom parent suite","Sun Mar 02 01:30:13 GMT 2025","broken","Sun Mar 02 01:30:23 GMT 2025","Custom sub suite","Custom suite","",""
"Log out from app","10266","Logout of system test","tests","Sun Mar 02 01:27:10 GMT 2025","broken","Sun Mar 02 01:27:20 GMT 2025","TestLogin","test_login","",""
"valid login","10318","Login with valid credentials test","tests","Sun Mar 02 01:26:39 GMT 2025","broken","Sun Mar 02 01:26:49 GMT 2025","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sun Mar 02 01:28:41 GMT 2025","broken","Sun Mar 02 01:28:41 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10286","Forgot Password with invalid email test","Custom parent suite","Sun Mar 02 01:30:28 GMT 2025","broken","Sun Mar 02 01:30:38 GMT 2025","Custom sub suite","Custom suite","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sun Mar 02 01:29:53 GMT 2025","broken","Sun Mar 02 01:29:53 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Sun Mar 02 01:29:00 GMT 2025","broken","Sun Mar 02 01:29:00 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sun Mar 02 01:29:35 GMT 2025","broken","Sun Mar 02 01:29:35 GMT 2025","TestWorkspaces","test_workspaces","",""
