"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Forgot Password with invalid email address","10261","Forgot Password with invalid email test","Custom parent suite","Mon May 05 01:45:09 GMT 2025","broken","Mon May 05 01:45:20 GMT 2025","Custom sub suite","Custom suite","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Mon May 05 01:44:26 GMT 2025","broken","Mon May 05 01:44:26 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Mon May 05 01:43:58 GMT 2025","broken","Mon May 05 01:43:58 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Mon May 05 01:43:31 GMT 2025","broken","Mon May 05 01:43:31 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10248","Exception test","Custom parent suite","Mon May 05 01:45:23 GMT 2025","broken","Mon May 05 01:45:33 GMT 2025","Custom sub suite","Custom suite","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Mon May 05 01:42:36 GMT 2025","broken","Mon May 05 01:42:36 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Mon May 05 01:44:12 GMT 2025","broken","Mon May 05 01:44:12 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10237","Forgot Password with valid email test","Custom parent suite","Mon May 05 01:44:56 GMT 2025","broken","Mon May 05 01:45:06 GMT 2025","Custom sub suite","Custom suite","",""
"Log out from app","10253","Logout of system test","tests","Mon May 05 01:42:26 GMT 2025","broken","Mon May 05 01:42:36 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Mon May 05 01:43:17 GMT 2025","broken","Mon May 05 01:43:17 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Mon May 05 01:42:09 GMT 2025","broken","Mon May 05 01:42:09 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Mon May 05 01:44:39 GMT 2025","broken","Mon May 05 01:44:39 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Mon May 05 01:45:34 GMT 2025","skipped","Mon May 05 01:45:34 GMT 2025","TestLogin","test_login","",""
"invalid login","10245","Login with invalid credentials test","tests","Mon May 05 01:42:53 GMT 2025","broken","Mon May 05 01:43:03 GMT 2025","TestLogin","test_login","",""
"valid login","10249","Login with valid credentials test","tests","Mon May 05 01:41:58 GMT 2025","broken","Mon May 05 01:42:08 GMT 2025","TestLogin","test_login","",""
"invalid login","10243","Login with invalid credentials test","tests","Mon May 05 01:43:07 GMT 2025","broken","Mon May 05 01:43:17 GMT 2025","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Mon May 05 01:43:45 GMT 2025","broken","Mon May 05 01:43:45 GMT 2025","TestWorkspaces","test_workspaces","",""
