"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Sep 28 01:00:29 GMT 2023","Thu Sep 28 01:00:39 GMT 2023","10248","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"broken","Thu Sep 28 01:01:57 GMT 2023","Thu Sep 28 01:01:57 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Thu Sep 28 01:01:30 GMT 2023","Thu Sep 28 01:01:30 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Thu Sep 28 01:03:14 GMT 2023","Thu Sep 28 01:03:25 GMT 2023","10272","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Thu Sep 28 01:01:18 GMT 2023","Thu Sep 28 01:01:18 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Thu Sep 28 01:00:40 GMT 2023","Thu Sep 28 01:00:40 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Thu Sep 28 01:00:54 GMT 2023","Thu Sep 28 01:01:04 GMT 2023","10291","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Thu Sep 28 01:02:49 GMT 2023","Thu Sep 28 01:02:59 GMT 2023","10235","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Thu Sep 28 01:00:14 GMT 2023","Thu Sep 28 01:00:14 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Thu Sep 28 01:03:02 GMT 2023","Thu Sep 28 01:03:12 GMT 2023","10256","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Thu Sep 28 01:00:02 GMT 2023","Thu Sep 28 01:00:12 GMT 2023","10327","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"skipped","Thu Sep 28 01:03:26 GMT 2023","Thu Sep 28 01:03:26 GMT 2023","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Thu Sep 28 01:02:09 GMT 2023","Thu Sep 28 01:02:09 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Thu Sep 28 01:01:43 GMT 2023","Thu Sep 28 01:01:43 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Thu Sep 28 01:02:22 GMT 2023","Thu Sep 28 01:02:22 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Thu Sep 28 01:01:06 GMT 2023","Thu Sep 28 01:01:17 GMT 2023","10273","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Thu Sep 28 01:02:35 GMT 2023","Thu Sep 28 01:02:35 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
