"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Exception catching","10262","Exception test","Custom parent suite","Tue May 20 01:44:54 GMT 2025","broken","Tue May 20 01:45:04 GMT 2025","Custom sub suite","Custom suite","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Tue May 20 01:43:54 GMT 2025","broken","Tue May 20 01:43:54 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Tue May 20 01:43:41 GMT 2025","broken","Tue May 20 01:43:41 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Tue May 20 01:41:24 GMT 2025","broken","Tue May 20 01:41:24 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10320","Forgot Password with invalid email test","Custom parent suite","Tue May 20 01:44:40 GMT 2025","broken","Tue May 20 01:44:50 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10246","Login with invalid credentials test","tests","Tue May 20 01:42:32 GMT 2025","broken","Tue May 20 01:42:42 GMT 2025","TestLogin","test_login","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Tue May 20 01:42:56 GMT 2025","broken","Tue May 20 01:42:56 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10237","Login with invalid credentials test","tests","Tue May 20 01:42:15 GMT 2025","broken","Tue May 20 01:42:26 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Tue May 20 01:42:42 GMT 2025","broken","Tue May 20 01:42:42 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10244","Login with valid credentials test","tests","Tue May 20 01:41:13 GMT 2025","broken","Tue May 20 01:41:23 GMT 2025","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Tue May 20 01:43:24 GMT 2025","broken","Tue May 20 01:43:24 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Tue May 20 01:41:58 GMT 2025","broken","Tue May 20 01:41:58 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Tue May 20 01:45:05 GMT 2025","skipped","Tue May 20 01:45:05 GMT 2025","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Tue May 20 01:44:08 GMT 2025","broken","Tue May 20 01:44:08 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10248","Forgot Password with valid email test","Custom parent suite","Tue May 20 01:44:26 GMT 2025","broken","Tue May 20 01:44:36 GMT 2025","Custom sub suite","Custom suite","",""
"Log out from app","10240","Logout of system test","tests","Tue May 20 01:41:47 GMT 2025","broken","Tue May 20 01:41:57 GMT 2025","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Tue May 20 01:43:10 GMT 2025","broken","Tue May 20 01:43:10 GMT 2025","TestWorkspaces","test_workspaces","",""
