"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Oct 27 01:02:54 GMT 2023","Fri Oct 27 01:03:05 GMT 2023","10365","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Fri Oct 27 01:01:34 GMT 2023","Fri Oct 27 01:01:34 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Fri Oct 27 01:02:26 GMT 2023","Fri Oct 27 01:02:26 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Fri Oct 27 01:01:47 GMT 2023","Fri Oct 27 01:01:47 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Fri Oct 27 01:01:22 GMT 2023","Fri Oct 27 01:01:22 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"skipped","Fri Oct 27 01:03:21 GMT 2023","Fri Oct 27 01:03:21 GMT 2023","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Fri Oct 27 01:00:56 GMT 2023","Fri Oct 27 01:01:06 GMT 2023","10260","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Fri Oct 27 01:02:00 GMT 2023","Fri Oct 27 01:02:00 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Fri Oct 27 01:03:08 GMT 2023","Fri Oct 27 01:03:18 GMT 2023","10290","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Fri Oct 27 01:00:17 GMT 2023","Fri Oct 27 01:00:28 GMT 2023","10246","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"broken","Fri Oct 27 01:00:43 GMT 2023","Fri Oct 27 01:00:54 GMT 2023","10245","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Fri Oct 27 01:02:13 GMT 2023","Fri Oct 27 01:02:13 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Fri Oct 27 01:00:29 GMT 2023","Fri Oct 27 01:00:29 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Fri Oct 27 01:01:08 GMT 2023","Fri Oct 27 01:01:08 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Fri Oct 27 01:00:02 GMT 2023","Fri Oct 27 01:00:02 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Fri Oct 27 00:59:51 GMT 2023","Fri Oct 27 01:00:01 GMT 2023","10234","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"broken","Fri Oct 27 01:02:41 GMT 2023","Fri Oct 27 01:02:51 GMT 2023","10192","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
