"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Create new Workspace","0","Create new workspace test","tests","Tue Feb 25 01:22:18 GMT 2025","broken","Tue Feb 25 01:22:18 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10264","Logout of system test","tests","Tue Feb 25 01:22:39 GMT 2025","broken","Tue Feb 25 01:22:49 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Tue Feb 25 01:23:44 GMT 2025","broken","Tue Feb 25 01:23:44 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10252","Login with invalid credentials test","tests","Tue Feb 25 01:23:17 GMT 2025","broken","Tue Feb 25 01:23:28 GMT 2025","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Tue Feb 25 01:22:50 GMT 2025","broken","Tue Feb 25 01:22:50 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Tue Feb 25 01:24:03 GMT 2025","broken","Tue Feb 25 01:24:03 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Tue Feb 25 01:25:17 GMT 2025","broken","Tue Feb 25 01:25:17 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10243","Forgot Password with valid email test","Custom parent suite","Tue Feb 25 01:25:54 GMT 2025","broken","Tue Feb 25 01:26:04 GMT 2025","Custom sub suite","Custom suite","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Tue Feb 25 01:24:21 GMT 2025","broken","Tue Feb 25 01:24:21 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10243","Exception test","Custom parent suite","Tue Feb 25 01:26:27 GMT 2025","broken","Tue Feb 25 01:26:37 GMT 2025","Custom sub suite","Custom suite","",""
"Search for an existing project","0","Search for existing project test","tests","Tue Feb 25 01:24:40 GMT 2025","broken","Tue Feb 25 01:24:40 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Tue Feb 25 01:24:59 GMT 2025","broken","Tue Feb 25 01:24:59 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Tue Feb 25 01:25:35 GMT 2025","broken","Tue Feb 25 01:25:35 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10256","Login with invalid credentials test","tests","Tue Feb 25 01:23:33 GMT 2025","broken","Tue Feb 25 01:23:43 GMT 2025","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Tue Feb 25 01:26:39 GMT 2025","skipped","Tue Feb 25 01:26:39 GMT 2025","TestLogin","test_login","",""
"valid login","10340","Login with valid credentials test","tests","Tue Feb 25 01:22:06 GMT 2025","broken","Tue Feb 25 01:22:17 GMT 2025","TestLogin","test_login","",""
"Forgot Password with invalid email address","10274","Forgot Password with invalid email test","Custom parent suite","Tue Feb 25 01:26:09 GMT 2025","broken","Tue Feb 25 01:26:20 GMT 2025","Custom sub suite","Custom suite","",""
