"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sun Jan 14 05:52:52 GMT 2024","Sun Jan 14 05:52:52 GMT 2024","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Sun Jan 14 05:52:03 GMT 2024","Sun Jan 14 05:52:03 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Sun Jan 14 05:51:24 GMT 2024","Sun Jan 14 05:51:24 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Sun Jan 14 05:50:47 GMT 2024","Sun Jan 14 05:50:47 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Sun Jan 14 05:49:34 GMT 2024","Sun Jan 14 05:49:44 GMT 2024","10019","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"broken","Sun Jan 14 05:49:59 GMT 2024","Sun Jan 14 05:50:09 GMT 2024","10191","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"broken","Sun Jan 14 05:50:36 GMT 2024","Sun Jan 14 05:50:46 GMT 2024","10193","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Sun Jan 14 05:52:28 GMT 2024","Sun Jan 14 05:52:39 GMT 2024","10337","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Sun Jan 14 05:52:41 GMT 2024","Sun Jan 14 05:52:51 GMT 2024","10272","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Sun Jan 14 05:51:12 GMT 2024","Sun Jan 14 05:51:12 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Sun Jan 14 05:52:16 GMT 2024","Sun Jan 14 05:52:26 GMT 2024","10194","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Sun Jan 14 05:51:38 GMT 2024","Sun Jan 14 05:51:38 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Sun Jan 14 05:51:00 GMT 2024","Sun Jan 14 05:51:00 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Sun Jan 14 05:51:50 GMT 2024","Sun Jan 14 05:51:50 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Sun Jan 14 05:50:10 GMT 2024","Sun Jan 14 05:50:10 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Sun Jan 14 05:50:24 GMT 2024","Sun Jan 14 05:50:34 GMT 2024","10202","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Sun Jan 14 05:49:45 GMT 2024","Sun Jan 14 05:49:45 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
