"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Cancel project deletion","0","Cancel a project deletion","tests","Mon Mar 24 01:29:41 GMT 2025","broken","Mon Mar 24 01:29:41 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10250","Exception test","Custom parent suite","Mon Mar 24 01:30:44 GMT 2025","broken","Mon Mar 24 01:30:54 GMT 2025","Custom sub suite","Custom suite","",""
"Search for an existing project","0","Search for existing project test","tests","Mon Mar 24 01:29:12 GMT 2025","broken","Mon Mar 24 01:29:12 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10291","Forgot Password with invalid email test","Custom parent suite","Mon Mar 24 01:30:29 GMT 2025","broken","Mon Mar 24 01:30:40 GMT 2025","Custom sub suite","Custom suite","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Mon Mar 24 01:28:42 GMT 2025","broken","Mon Mar 24 01:28:42 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Mon Mar 24 01:28:27 GMT 2025","broken","Mon Mar 24 01:28:27 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10296","Login with valid credentials test","tests","Mon Mar 24 01:27:04 GMT 2025","broken","Mon Mar 24 01:27:14 GMT 2025","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Mon Mar 24 01:30:55 GMT 2025","skipped","Mon Mar 24 01:30:55 GMT 2025","TestLogin","test_login","",""
"invalid login","10248","Login with invalid credentials test","tests","Mon Mar 24 01:28:01 GMT 2025","broken","Mon Mar 24 01:28:11 GMT 2025","TestLogin","test_login","",""
"Log out from app","10248","Logout of system test","tests","Mon Mar 24 01:27:34 GMT 2025","broken","Mon Mar 24 01:27:44 GMT 2025","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Mon Mar 24 01:27:45 GMT 2025","broken","Mon Mar 24 01:27:45 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Mon Mar 24 01:28:57 GMT 2025","broken","Mon Mar 24 01:28:57 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Mon Mar 24 01:27:15 GMT 2025","broken","Mon Mar 24 01:27:15 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10263","Login with invalid credentials test","tests","Mon Mar 24 01:28:16 GMT 2025","broken","Mon Mar 24 01:28:26 GMT 2025","TestLogin","test_login","",""
"Forgot password with a valid email address","10263","Forgot Password with valid email test","Custom parent suite","Mon Mar 24 01:30:14 GMT 2025","broken","Mon Mar 24 01:30:25 GMT 2025","Custom sub suite","Custom suite","",""
"Search for a non existing project","0","Search for non existing project","tests","Mon Mar 24 01:29:27 GMT 2025","broken","Mon Mar 24 01:29:27 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Mon Mar 24 01:29:56 GMT 2025","broken","Mon Mar 24 01:29:56 GMT 2025","TestWorkspaces","test_workspaces","",""
