"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Exception catching","10268","Exception test","Custom parent suite","Sat Feb 01 01:26:14 GMT 2025","broken","Sat Feb 01 01:26:24 GMT 2025","Custom sub suite","Custom suite","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sat Feb 01 01:23:57 GMT 2025","broken","Sat Feb 01 01:23:57 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","1","Delete existing project","tests","Sat Feb 01 01:25:26 GMT 2025","broken","Sat Feb 01 01:25:26 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10261","Login with valid credentials test","tests","Sat Feb 01 01:22:31 GMT 2025","broken","Sat Feb 01 01:22:42 GMT 2025","TestLogin","test_login","",""
"Log out from app","10265","Logout of system test","tests","Sat Feb 01 01:23:01 GMT 2025","broken","Sat Feb 01 01:23:11 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sat Feb 01 01:25:11 GMT 2025","broken","Sat Feb 01 01:25:11 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sat Feb 01 01:24:12 GMT 2025","broken","Sat Feb 01 01:24:12 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10274","Forgot Password with invalid email test","Custom parent suite","Sat Feb 01 01:25:59 GMT 2025","broken","Sat Feb 01 01:26:09 GMT 2025","Custom sub suite","Custom suite","",""
"Search for an existing project","0","Search for existing project test","tests","Sat Feb 01 01:24:42 GMT 2025","broken","Sat Feb 01 01:24:42 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10263","Login with invalid credentials test","tests","Sat Feb 01 01:23:45 GMT 2025","broken","Sat Feb 01 01:23:55 GMT 2025","TestLogin","test_login","",""
"invalid login","10265","Login with invalid credentials test","tests","Sat Feb 01 01:23:31 GMT 2025","broken","Sat Feb 01 01:23:41 GMT 2025","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Sat Feb 01 01:26:25 GMT 2025","skipped","Sat Feb 01 01:26:25 GMT 2025","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Sat Feb 01 01:22:43 GMT 2025","broken","Sat Feb 01 01:22:43 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Sat Feb 01 01:24:56 GMT 2025","broken","Sat Feb 01 01:24:56 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sat Feb 01 01:24:27 GMT 2025","broken","Sat Feb 01 01:24:27 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10258","Forgot Password with valid email test","Custom parent suite","Sat Feb 01 01:25:44 GMT 2025","broken","Sat Feb 01 01:25:54 GMT 2025","Custom sub suite","Custom suite","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sat Feb 01 01:23:12 GMT 2025","broken","Sat Feb 01 01:23:12 GMT 2025","TestWorkspaces","test_workspaces","",""
