"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Search for a non existing project","0","Search for non existing project","tests","Wed Feb 19 01:22:43 GMT 2025","broken","Wed Feb 19 01:22:43 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10252","Login with invalid credentials test","tests","Wed Feb 19 01:21:23 GMT 2025","broken","Wed Feb 19 01:21:33 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Wed Feb 19 01:21:35 GMT 2025","broken","Wed Feb 19 01:21:35 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10242","Forgot Password with valid email test","Custom parent suite","Wed Feb 19 01:23:37 GMT 2025","broken","Wed Feb 19 01:23:47 GMT 2025","Custom sub suite","Custom suite","",""
"Forgot Password with invalid email address","10253","Forgot Password with invalid email test","Custom parent suite","Wed Feb 19 01:23:53 GMT 2025","broken","Wed Feb 19 01:24:03 GMT 2025","Custom sub suite","Custom suite","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Wed Feb 19 01:21:53 GMT 2025","broken","Wed Feb 19 01:21:53 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Wed Feb 19 01:22:59 GMT 2025","broken","Wed Feb 19 01:22:59 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10316","Login with valid credentials test","tests","Wed Feb 19 01:20:01 GMT 2025","broken","Wed Feb 19 01:20:11 GMT 2025","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Wed Feb 19 01:22:27 GMT 2025","broken","Wed Feb 19 01:22:27 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Wed Feb 19 01:20:45 GMT 2025","broken","Wed Feb 19 01:20:45 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Wed Feb 19 01:20:12 GMT 2025","broken","Wed Feb 19 01:20:12 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Wed Feb 19 01:23:14 GMT 2025","broken","Wed Feb 19 01:23:14 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10259","Logout of system test","tests","Wed Feb 19 01:20:34 GMT 2025","broken","Wed Feb 19 01:20:44 GMT 2025","TestLogin","test_login","",""
"invalid login","10249","Login with invalid credentials test","tests","Wed Feb 19 01:21:07 GMT 2025","broken","Wed Feb 19 01:21:18 GMT 2025","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Wed Feb 19 01:22:10 GMT 2025","broken","Wed Feb 19 01:22:10 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10247","Exception test","Custom parent suite","Wed Feb 19 01:24:09 GMT 2025","broken","Wed Feb 19 01:24:19 GMT 2025","Custom sub suite","Custom suite","",""
"Skip Test example","0","Skipped test example","tests","Wed Feb 19 01:24:20 GMT 2025","skipped","Wed Feb 19 01:24:20 GMT 2025","TestLogin","test_login","",""
