"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Oct 21 01:25:19 GMT 2024","Mon Oct 21 01:25:29 GMT 2024","10265","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Mon Oct 21 01:22:01 GMT 2024","Mon Oct 21 01:22:11 GMT 2024","10267","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"broken","Mon Oct 21 01:22:46 GMT 2024","Mon Oct 21 01:22:57 GMT 2024","10274","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Mon Oct 21 01:22:58 GMT 2024","Mon Oct 21 01:22:58 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Mon Oct 21 01:21:41 GMT 2024","Mon Oct 21 01:21:41 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Mon Oct 21 01:24:49 GMT 2024","Mon Oct 21 01:24:59 GMT 2024","10266","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Mon Oct 21 01:24:14 GMT 2024","Mon Oct 21 01:24:14 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Mon Oct 21 01:22:31 GMT 2024","Mon Oct 21 01:22:41 GMT 2024","10263","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Mon Oct 21 01:21:30 GMT 2024","Mon Oct 21 01:21:40 GMT 2024","10259","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"broken","Mon Oct 21 01:23:28 GMT 2024","Mon Oct 21 01:23:28 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Mon Oct 21 01:24:29 GMT 2024","Mon Oct 21 01:24:29 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Mon Oct 21 01:23:44 GMT 2024","Mon Oct 21 01:23:44 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Mon Oct 21 01:25:04 GMT 2024","Mon Oct 21 01:25:14 GMT 2024","10279","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Mon Oct 21 01:23:13 GMT 2024","Mon Oct 21 01:23:13 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Mon Oct 21 01:23:59 GMT 2024","Mon Oct 21 01:23:59 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Mon Oct 21 01:22:12 GMT 2024","Mon Oct 21 01:22:12 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"skipped","Mon Oct 21 01:25:31 GMT 2024","Mon Oct 21 01:25:31 GMT 2024","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
