"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Wed Dec 18 01:25:59 GMT 2024","broken","Wed Dec 18 01:25:59 GMT 2024","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Wed Dec 18 01:25:44 GMT 2024","broken","Wed Dec 18 01:25:44 GMT 2024","TestWorkspaces","test_workspaces","",""
"Exception catching","10280","Exception test","Custom parent suite","Wed Dec 18 01:28:24 GMT 2024","broken","Wed Dec 18 01:28:34 GMT 2024","Custom sub suite","Custom suite","",""
"Forgot Password with invalid email address","10331","Forgot Password with invalid email test","Custom parent suite","Wed Dec 18 01:28:06 GMT 2024","broken","Wed Dec 18 01:28:16 GMT 2024","Custom sub suite","Custom suite","",""
"Search for an existing project","0","Search for existing project test","tests","Wed Dec 18 01:26:34 GMT 2024","broken","Wed Dec 18 01:26:34 GMT 2024","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Wed Dec 18 01:24:57 GMT 2024","broken","Wed Dec 18 01:24:57 GMT 2024","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Wed Dec 18 01:27:08 GMT 2024","broken","Wed Dec 18 01:27:08 GMT 2024","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Wed Dec 18 01:24:26 GMT 2024","broken","Wed Dec 18 01:24:26 GMT 2024","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Wed Dec 18 01:26:16 GMT 2024","broken","Wed Dec 18 01:26:16 GMT 2024","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10279","Forgot Password with valid email test","Custom parent suite","Wed Dec 18 01:27:47 GMT 2024","broken","Wed Dec 18 01:27:57 GMT 2024","Custom sub suite","Custom suite","",""
"invalid login","10269","Login with invalid credentials test","tests","Wed Dec 18 01:25:18 GMT 2024","broken","Wed Dec 18 01:25:28 GMT 2024","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Wed Dec 18 01:27:23 GMT 2024","broken","Wed Dec 18 01:27:23 GMT 2024","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Wed Dec 18 01:28:35 GMT 2024","skipped","Wed Dec 18 01:28:35 GMT 2024","TestLogin","test_login","",""
"Search for a non existing project","0","Search for non existing project","tests","Wed Dec 18 01:26:49 GMT 2024","broken","Wed Dec 18 01:26:49 GMT 2024","TestWorkspaces","test_workspaces","",""
"valid login","10301","Login with valid credentials test","tests","Wed Dec 18 01:24:14 GMT 2024","broken","Wed Dec 18 01:24:24 GMT 2024","TestLogin","test_login","",""
"invalid login","10277","Login with invalid credentials test","tests","Wed Dec 18 01:25:33 GMT 2024","broken","Wed Dec 18 01:25:43 GMT 2024","TestLogin","test_login","",""
"Log out from app","10301","Logout of system test","tests","Wed Dec 18 01:24:46 GMT 2024","broken","Wed Dec 18 01:24:56 GMT 2024","TestLogin","test_login","",""
