"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Tue Apr 29 01:40:01 GMT 2025","broken","Tue Apr 29 01:40:01 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10248","Login with valid credentials test","tests","Tue Apr 29 01:37:59 GMT 2025","broken","Tue Apr 29 01:38:09 GMT 2025","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Tue Apr 29 01:38:10 GMT 2025","broken","Tue Apr 29 01:38:10 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10238","Logout of system test","tests","Tue Apr 29 01:38:33 GMT 2025","broken","Tue Apr 29 01:38:43 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Tue Apr 29 01:39:33 GMT 2025","broken","Tue Apr 29 01:39:33 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Tue Apr 29 01:40:36 GMT 2025","broken","Tue Apr 29 01:40:36 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10243","Exception test","Custom parent suite","Tue Apr 29 01:42:07 GMT 2025","broken","Tue Apr 29 01:42:17 GMT 2025","Custom sub suite","Custom suite","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Tue Apr 29 01:40:53 GMT 2025","broken","Tue Apr 29 01:40:53 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Tue Apr 29 01:41:07 GMT 2025","broken","Tue Apr 29 01:41:07 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Tue Apr 29 01:42:18 GMT 2025","skipped","Tue Apr 29 01:42:18 GMT 2025","TestLogin","test_login","",""
"invalid login","10240","Login with invalid credentials test","tests","Tue Apr 29 01:39:04 GMT 2025","broken","Tue Apr 29 01:39:15 GMT 2025","TestLogin","test_login","",""
"Forgot Password with invalid email address","10242","Forgot Password with invalid email test","Custom parent suite","Tue Apr 29 01:41:49 GMT 2025","broken","Tue Apr 29 01:41:59 GMT 2025","Custom sub suite","Custom suite","",""
"Search for an existing project","0","Search for existing project test","tests","Tue Apr 29 01:40:19 GMT 2025","broken","Tue Apr 29 01:40:19 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Tue Apr 29 01:39:47 GMT 2025","broken","Tue Apr 29 01:39:47 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Tue Apr 29 01:38:44 GMT 2025","broken","Tue Apr 29 01:38:44 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10236","Forgot Password with valid email test","Custom parent suite","Tue Apr 29 01:41:31 GMT 2025","broken","Tue Apr 29 01:41:42 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10241","Login with invalid credentials test","tests","Tue Apr 29 01:39:22 GMT 2025","broken","Tue Apr 29 01:39:32 GMT 2025","TestLogin","test_login","",""
