"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Forgot Password with invalid email address","10330","Forgot Password with invalid email test","Custom parent suite","Thu Jan 02 01:22:46 GMT 2025","broken","Thu Jan 02 01:22:57 GMT 2025","Custom sub suite","Custom suite","",""
"Skip Test example","0","Skipped test example","tests","Thu Jan 02 01:23:13 GMT 2025","skipped","Thu Jan 02 01:23:13 GMT 2025","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Thu Jan 02 01:19:58 GMT 2025","broken","Thu Jan 02 01:19:58 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10281","Forgot Password with valid email test","Custom parent suite","Thu Jan 02 01:22:32 GMT 2025","broken","Thu Jan 02 01:22:42 GMT 2025","Custom sub suite","Custom suite","",""
"Search for a non existing project","0","Search for non existing project","tests","Thu Jan 02 01:21:42 GMT 2025","broken","Thu Jan 02 01:21:42 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Thu Jan 02 01:22:13 GMT 2025","broken","Thu Jan 02 01:22:13 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Thu Jan 02 01:20:58 GMT 2025","broken","Thu Jan 02 01:20:58 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Thu Jan 02 01:21:27 GMT 2025","broken","Thu Jan 02 01:21:27 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Thu Jan 02 01:21:12 GMT 2025","broken","Thu Jan 02 01:21:12 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10307","Login with invalid credentials test","tests","Thu Jan 02 01:20:17 GMT 2025","broken","Thu Jan 02 01:20:27 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Thu Jan 02 01:20:43 GMT 2025","broken","Thu Jan 02 01:20:43 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10315","Login with invalid credentials test","tests","Thu Jan 02 01:20:31 GMT 2025","broken","Thu Jan 02 01:20:42 GMT 2025","TestLogin","test_login","",""
"Exception catching","10293","Exception test","Custom parent suite","Thu Jan 02 01:23:01 GMT 2025","broken","Thu Jan 02 01:23:12 GMT 2025","Custom sub suite","Custom suite","",""
"Create new Workspace","0","Create new workspace test","tests","Thu Jan 02 01:19:27 GMT 2025","broken","Thu Jan 02 01:19:27 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Thu Jan 02 01:21:58 GMT 2025","broken","Thu Jan 02 01:21:58 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10297","Login with valid credentials test","tests","Thu Jan 02 01:19:16 GMT 2025","broken","Thu Jan 02 01:19:26 GMT 2025","TestLogin","test_login","",""
"Log out from app","10315","Logout of system test","tests","Thu Jan 02 01:19:46 GMT 2025","broken","Thu Jan 02 01:19:56 GMT 2025","TestLogin","test_login","",""
