"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Deleting an existing project from workspace","0","Delete existing project","tests","Thu Dec 19 01:27:46 GMT 2024","broken","Thu Dec 19 01:27:46 GMT 2024","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Thu Dec 19 01:25:17 GMT 2024","broken","Thu Dec 19 01:25:17 GMT 2024","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Thu Dec 19 01:27:16 GMT 2024","broken","Thu Dec 19 01:27:16 GMT 2024","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10303","Forgot Password with valid email test","Custom parent suite","Thu Dec 19 01:28:11 GMT 2024","broken","Thu Dec 19 01:28:22 GMT 2024","Custom sub suite","Custom suite","",""
"invalid login","10289","Login with invalid credentials test","tests","Thu Dec 19 01:25:39 GMT 2024","broken","Thu Dec 19 01:25:49 GMT 2024","TestLogin","test_login","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Thu Dec 19 01:26:27 GMT 2024","broken","Thu Dec 19 01:26:27 GMT 2024","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Thu Dec 19 01:27:31 GMT 2024","broken","Thu Dec 19 01:27:31 GMT 2024","TestWorkspaces","test_workspaces","",""
"Log out from app","10288","Logout of system test","tests","Thu Dec 19 01:25:06 GMT 2024","broken","Thu Dec 19 01:25:16 GMT 2024","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Thu Dec 19 01:24:44 GMT 2024","broken","Thu Dec 19 01:24:44 GMT 2024","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Thu Dec 19 01:26:42 GMT 2024","broken","Thu Dec 19 01:26:42 GMT 2024","TestWorkspaces","test_workspaces","",""
"invalid login","10306","Login with invalid credentials test","tests","Thu Dec 19 01:25:57 GMT 2024","broken","Thu Dec 19 01:26:07 GMT 2024","TestLogin","test_login","",""
"Forgot Password with invalid email address","10355","Forgot Password with invalid email test","Custom parent suite","Thu Dec 19 01:28:26 GMT 2024","broken","Thu Dec 19 01:28:37 GMT 2024","Custom sub suite","Custom suite","",""
"Search for an existing project","0","Search for existing project test","tests","Thu Dec 19 01:27:01 GMT 2024","broken","Thu Dec 19 01:27:01 GMT 2024","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Thu Dec 19 01:28:53 GMT 2024","skipped","Thu Dec 19 01:28:53 GMT 2024","TestLogin","test_login","",""
"Exception catching","10315","Exception test","Custom parent suite","Thu Dec 19 01:28:41 GMT 2024","broken","Thu Dec 19 01:28:52 GMT 2024","Custom sub suite","Custom suite","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Thu Dec 19 01:26:09 GMT 2024","broken","Thu Dec 19 01:26:09 GMT 2024","TestWorkspaces","test_workspaces","",""
"valid login","10336","Login with valid credentials test","tests","Thu Dec 19 01:24:33 GMT 2024","broken","Thu Dec 19 01:24:43 GMT 2024","TestLogin","test_login","",""
