"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Delete an existing workspace","0","Delete existing workspace","tests","Fri May 02 01:39:34 GMT 2025","broken","Fri May 02 01:39:34 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10285","Login with valid credentials test","tests","Fri May 02 01:38:00 GMT 2025","broken","Fri May 02 01:38:11 GMT 2025","TestLogin","test_login","",""
"Forgot password with a valid email address","10258","Forgot Password with valid email test","Custom parent suite","Fri May 02 01:41:21 GMT 2025","broken","Fri May 02 01:41:31 GMT 2025","Custom sub suite","Custom suite","",""
"Forgot Password with invalid email address","10258","Forgot Password with invalid email test","Custom parent suite","Fri May 02 01:41:38 GMT 2025","broken","Fri May 02 01:41:49 GMT 2025","Custom sub suite","Custom suite","",""
"Skip Test example","0","Skipped test example","tests","Fri May 02 01:42:07 GMT 2025","skipped","Fri May 02 01:42:07 GMT 2025","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Fri May 02 01:41:01 GMT 2025","broken","Fri May 02 01:41:01 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10258","Logout of system test","tests","Fri May 02 01:38:32 GMT 2025","broken","Fri May 02 01:38:43 GMT 2025","TestLogin","test_login","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Fri May 02 01:39:48 GMT 2025","broken","Fri May 02 01:39:48 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Fri May 02 01:40:33 GMT 2025","broken","Fri May 02 01:40:33 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Fri May 02 01:38:12 GMT 2025","broken","Fri May 02 01:38:12 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10272","Login with invalid credentials test","tests","Fri May 02 01:39:05 GMT 2025","broken","Fri May 02 01:39:15 GMT 2025","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Fri May 02 01:40:19 GMT 2025","broken","Fri May 02 01:40:19 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Fri May 02 01:38:43 GMT 2025","broken","Fri May 02 01:38:43 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10240","Exception test","Custom parent suite","Fri May 02 01:41:56 GMT 2025","broken","Fri May 02 01:42:06 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10244","Login with invalid credentials test","tests","Fri May 02 01:39:22 GMT 2025","broken","Fri May 02 01:39:32 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Fri May 02 01:40:47 GMT 2025","broken","Fri May 02 01:40:47 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Fri May 02 01:40:05 GMT 2025","broken","Fri May 02 01:40:05 GMT 2025","TestWorkspaces","test_workspaces","",""
