"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Exception catching","10253","Exception test","Custom parent suite","Sat Jun 21 01:45:18 GMT 2025","broken","Sat Jun 21 01:45:28 GMT 2025","Custom sub suite","Custom suite","",""
"Forgot password with a valid email address","10246","Forgot Password with valid email test","Custom parent suite","Sat Jun 21 01:44:50 GMT 2025","broken","Sat Jun 21 01:45:01 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10245","Login with invalid credentials test","tests","Sat Jun 21 01:42:50 GMT 2025","broken","Sat Jun 21 01:43:01 GMT 2025","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sat Jun 21 01:42:13 GMT 2025","broken","Sat Jun 21 01:42:13 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sat Jun 21 01:43:18 GMT 2025","broken","Sat Jun 21 01:43:18 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Sat Jun 21 01:41:43 GMT 2025","broken","Sat Jun 21 01:41:43 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Sat Jun 21 01:43:46 GMT 2025","broken","Sat Jun 21 01:43:46 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sat Jun 21 01:44:13 GMT 2025","broken","Sat Jun 21 01:44:13 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Sat Jun 21 01:44:00 GMT 2025","broken","Sat Jun 21 01:44:00 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10254","Login with invalid credentials test","tests","Sat Jun 21 01:42:33 GMT 2025","broken","Sat Jun 21 01:42:44 GMT 2025","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sat Jun 21 01:44:30 GMT 2025","broken","Sat Jun 21 01:44:30 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sat Jun 21 01:43:32 GMT 2025","broken","Sat Jun 21 01:43:32 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10245","Logout of system test","tests","Sat Jun 21 01:42:03 GMT 2025","broken","Sat Jun 21 01:42:13 GMT 2025","TestLogin","test_login","",""
"valid login","10345","Login with valid credentials test","tests","Sat Jun 21 01:41:32 GMT 2025","broken","Sat Jun 21 01:41:42 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sat Jun 21 01:43:01 GMT 2025","broken","Sat Jun 21 01:43:01 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Sat Jun 21 01:45:29 GMT 2025","skipped","Sat Jun 21 01:45:29 GMT 2025","TestLogin","test_login","",""
"Forgot Password with invalid email address","10286","Forgot Password with invalid email test","Custom parent suite","Sat Jun 21 01:45:04 GMT 2025","broken","Sat Jun 21 01:45:14 GMT 2025","Custom sub suite","Custom suite","",""
