"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Fri Mar 21 01:27:52 GMT 2025","broken","Fri Mar 21 01:27:52 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Fri Mar 21 01:28:44 GMT 2025","broken","Fri Mar 21 01:28:44 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Fri Mar 21 01:30:23 GMT 2025","skipped","Fri Mar 21 01:30:23 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Fri Mar 21 01:29:02 GMT 2025","broken","Fri Mar 21 01:29:02 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Fri Mar 21 01:28:27 GMT 2025","broken","Fri Mar 21 01:28:27 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Fri Mar 21 01:28:09 GMT 2025","broken","Fri Mar 21 01:28:09 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Fri Mar 21 01:26:09 GMT 2025","broken","Fri Mar 21 01:26:09 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10260","Logout of system test","tests","Fri Mar 21 01:26:30 GMT 2025","broken","Fri Mar 21 01:26:41 GMT 2025","TestLogin","test_login","",""
"Exception catching","10243","Exception test","Custom parent suite","Fri Mar 21 01:30:11 GMT 2025","broken","Fri Mar 21 01:30:22 GMT 2025","Custom sub suite","Custom suite","",""
"Forgot Password with invalid email address","10287","Forgot Password with invalid email test","Custom parent suite","Fri Mar 21 01:29:53 GMT 2025","broken","Fri Mar 21 01:30:04 GMT 2025","Custom sub suite","Custom suite","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Fri Mar 21 01:26:43 GMT 2025","broken","Fri Mar 21 01:26:43 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10249","Login with valid credentials test","tests","Fri Mar 21 01:25:57 GMT 2025","broken","Fri Mar 21 01:26:07 GMT 2025","TestLogin","test_login","",""
"invalid login","10242","Login with invalid credentials test","tests","Fri Mar 21 01:27:23 GMT 2025","broken","Fri Mar 21 01:27:34 GMT 2025","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Fri Mar 21 01:29:18 GMT 2025","broken","Fri Mar 21 01:29:18 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10031","Forgot Password with valid email test","Custom parent suite","Fri Mar 21 01:29:35 GMT 2025","broken","Fri Mar 21 01:29:45 GMT 2025","Custom sub suite","Custom suite","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Fri Mar 21 01:27:35 GMT 2025","broken","Fri Mar 21 01:27:35 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10255","Login with invalid credentials test","tests","Fri Mar 21 01:27:05 GMT 2025","broken","Fri Mar 21 01:27:15 GMT 2025","TestLogin","test_login","",""
