"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Oct 17 01:01:35 GMT 2023","Tue Oct 17 01:01:35 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"skipped","Tue Oct 17 01:04:57 GMT 2023","Tue Oct 17 01:04:57 GMT 2023","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Tue Oct 17 01:02:01 GMT 2023","Tue Oct 17 01:02:01 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Tue Oct 17 01:01:22 GMT 2023","Tue Oct 17 01:01:33 GMT 2023","10314","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"broken","Tue Oct 17 01:04:45 GMT 2023","Tue Oct 17 01:04:56 GMT 2023","10348","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Tue Oct 17 01:02:55 GMT 2023","Tue Oct 17 01:02:55 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Tue Oct 17 01:04:04 GMT 2023","Tue Oct 17 01:04:04 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Tue Oct 17 01:03:36 GMT 2023","Tue Oct 17 01:03:36 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Tue Oct 17 01:03:23 GMT 2023","Tue Oct 17 01:03:23 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Tue Oct 17 01:03:50 GMT 2023","Tue Oct 17 01:03:50 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Tue Oct 17 01:02:16 GMT 2023","Tue Oct 17 01:02:27 GMT 2023","10346","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Tue Oct 17 01:02:42 GMT 2023","Tue Oct 17 01:02:42 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Tue Oct 17 01:04:32 GMT 2023","Tue Oct 17 01:04:42 GMT 2023","10100","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Tue Oct 17 01:02:29 GMT 2023","Tue Oct 17 01:02:40 GMT 2023","10336","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Tue Oct 17 01:01:49 GMT 2023","Tue Oct 17 01:02:00 GMT 2023","10310","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"broken","Tue Oct 17 01:03:09 GMT 2023","Tue Oct 17 01:03:09 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Tue Oct 17 01:04:18 GMT 2023","Tue Oct 17 01:04:29 GMT 2023","10343","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
