"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sat Jan 18 01:16:25 GMT 2025","broken","Sat Jan 18 01:16:25 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sat Jan 18 01:18:24 GMT 2025","broken","Sat Jan 18 01:18:24 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Sat Jan 18 01:19:39 GMT 2025","skipped","Sat Jan 18 01:19:39 GMT 2025","TestLogin","test_login","",""
"valid login","10052","Login with valid credentials test","tests","Sat Jan 18 01:15:44 GMT 2025","broken","Sat Jan 18 01:15:54 GMT 2025","TestLogin","test_login","",""
"Forgot Password with invalid email address","10338","Forgot Password with invalid email test","Custom parent suite","Sat Jan 18 01:19:13 GMT 2025","broken","Sat Jan 18 01:19:23 GMT 2025","Custom sub suite","Custom suite","",""
"Exception catching","10301","Exception test","Custom parent suite","Sat Jan 18 01:19:28 GMT 2025","broken","Sat Jan 18 01:19:38 GMT 2025","Custom sub suite","Custom suite","",""
"Forgot password with a valid email address","10311","Forgot Password with valid email test","Custom parent suite","Sat Jan 18 01:18:58 GMT 2025","broken","Sat Jan 18 01:19:08 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10296","Login with invalid credentials test","tests","Sat Jan 18 01:16:58 GMT 2025","broken","Sat Jan 18 01:17:09 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sat Jan 18 01:17:10 GMT 2025","broken","Sat Jan 18 01:17:10 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Sat Jan 18 01:17:54 GMT 2025","broken","Sat Jan 18 01:17:54 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sat Jan 18 01:18:39 GMT 2025","broken","Sat Jan 18 01:18:39 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10296","Login with invalid credentials test","tests","Sat Jan 18 01:16:44 GMT 2025","broken","Sat Jan 18 01:16:54 GMT 2025","TestLogin","test_login","",""
"Create new Workspace","1","Create new workspace test","tests","Sat Jan 18 01:15:55 GMT 2025","broken","Sat Jan 18 01:15:55 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Sat Jan 18 01:18:09 GMT 2025","broken","Sat Jan 18 01:18:09 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10303","Logout of system test","tests","Sat Jan 18 01:16:14 GMT 2025","broken","Sat Jan 18 01:16:24 GMT 2025","TestLogin","test_login","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sat Jan 18 01:17:25 GMT 2025","broken","Sat Jan 18 01:17:25 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sat Jan 18 01:17:39 GMT 2025","broken","Sat Jan 18 01:17:39 GMT 2025","TestWorkspaces","test_workspaces","",""
