"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Thu Apr 24 01:38:59 GMT 2025","broken","Thu Apr 24 01:38:59 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10225","Login with invalid credentials test","tests","Thu Apr 24 01:37:57 GMT 2025","broken","Thu Apr 24 01:38:07 GMT 2025","TestLogin","test_login","",""
"valid login","10386","Login with valid credentials test","tests","Thu Apr 24 01:36:56 GMT 2025","broken","Thu Apr 24 01:37:06 GMT 2025","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Thu Apr 24 01:39:12 GMT 2025","broken","Thu Apr 24 01:39:12 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Thu Apr 24 01:39:29 GMT 2025","broken","Thu Apr 24 01:39:29 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Thu Apr 24 01:37:07 GMT 2025","broken","Thu Apr 24 01:37:07 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10232","Login with invalid credentials test","tests","Thu Apr 24 01:38:14 GMT 2025","broken","Thu Apr 24 01:38:24 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Thu Apr 24 01:38:25 GMT 2025","broken","Thu Apr 24 01:38:25 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Thu Apr 24 01:38:42 GMT 2025","broken","Thu Apr 24 01:38:42 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Thu Apr 24 01:41:01 GMT 2025","skipped","Thu Apr 24 01:41:01 GMT 2025","TestLogin","test_login","",""
"Log out from app","10231","Logout of system test","tests","Thu Apr 24 01:37:23 GMT 2025","broken","Thu Apr 24 01:37:34 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Thu Apr 24 01:39:46 GMT 2025","broken","Thu Apr 24 01:39:46 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10275","Forgot Password with invalid email test","Custom parent suite","Thu Apr 24 01:40:36 GMT 2025","broken","Thu Apr 24 01:40:46 GMT 2025","Custom sub suite","Custom suite","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Thu Apr 24 01:37:34 GMT 2025","broken","Thu Apr 24 01:37:34 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10237","Exception test","Custom parent suite","Thu Apr 24 01:40:50 GMT 2025","broken","Thu Apr 24 01:41:00 GMT 2025","Custom sub suite","Custom suite","",""
"Forgot password with a valid email address","10237","Forgot Password with valid email test","Custom parent suite","Thu Apr 24 01:40:19 GMT 2025","broken","Thu Apr 24 01:40:30 GMT 2025","Custom sub suite","Custom suite","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Thu Apr 24 01:40:00 GMT 2025","broken","Thu Apr 24 01:40:00 GMT 2025","TestWorkspaces","test_workspaces","",""
