"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Deleting an existing project from workspace","0","Delete existing project","tests","Fri Nov 01 01:29:27 GMT 2024","broken","Fri Nov 01 01:29:27 GMT 2024","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Fri Nov 01 01:27:43 GMT 2024","broken","Fri Nov 01 01:27:43 GMT 2024","TestWorkspaces","test_workspaces","",""
"invalid login","10264","Login with invalid credentials test","tests","Fri Nov 01 01:27:16 GMT 2024","broken","Fri Nov 01 01:27:26 GMT 2024","TestLogin","test_login","",""
"invalid login","10262","Login with invalid credentials test","tests","Fri Nov 01 01:27:32 GMT 2024","broken","Fri Nov 01 01:27:42 GMT 2024","TestLogin","test_login","",""
"Log out from app","10263","Logout of system test","tests","Fri Nov 01 01:26:40 GMT 2024","broken","Fri Nov 01 01:26:50 GMT 2024","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Fri Nov 01 01:26:14 GMT 2024","broken","Fri Nov 01 01:26:14 GMT 2024","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Fri Nov 01 01:28:19 GMT 2024","broken","Fri Nov 01 01:28:19 GMT 2024","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Fri Nov 01 01:28:55 GMT 2024","broken","Fri Nov 01 01:28:55 GMT 2024","TestWorkspaces","test_workspaces","",""
"Exception catching","10261","Exception test","Custom parent suite","Fri Nov 01 01:30:25 GMT 2024","broken","Fri Nov 01 01:30:35 GMT 2024","Custom sub suite","Custom suite","",""
"Forgot password with a valid email address","10250","Forgot Password with valid email test","Custom parent suite","Fri Nov 01 01:29:50 GMT 2024","broken","Fri Nov 01 01:30:00 GMT 2024","Custom sub suite","Custom suite","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Fri Nov 01 01:26:51 GMT 2024","broken","Fri Nov 01 01:26:51 GMT 2024","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Fri Nov 01 01:29:11 GMT 2024","broken","Fri Nov 01 01:29:11 GMT 2024","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10287","Forgot Password with invalid email test","Custom parent suite","Fri Nov 01 01:30:09 GMT 2024","broken","Fri Nov 01 01:30:19 GMT 2024","Custom sub suite","Custom suite","",""
"Search for an existing project","0","Search for existing project test","tests","Fri Nov 01 01:28:39 GMT 2024","broken","Fri Nov 01 01:28:39 GMT 2024","TestWorkspaces","test_workspaces","",""
"valid login","10261","Login with valid credentials test","tests","Fri Nov 01 01:26:03 GMT 2024","broken","Fri Nov 01 01:26:13 GMT 2024","TestLogin","test_login","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Fri Nov 01 01:28:03 GMT 2024","broken","Fri Nov 01 01:28:03 GMT 2024","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Fri Nov 01 01:30:36 GMT 2024","skipped","Fri Nov 01 01:30:36 GMT 2024","TestLogin","test_login","",""
