"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Fri Dec 27 01:21:29 GMT 2024","broken","Fri Dec 27 01:21:29 GMT 2024","TestWorkspaces","test_workspaces","",""
"Exception catching","10293","Exception test","Custom parent suite","Fri Dec 27 01:23:42 GMT 2024","broken","Fri Dec 27 01:23:52 GMT 2024","Custom sub suite","Custom suite","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Fri Dec 27 01:20:23 GMT 2024","broken","Fri Dec 27 01:20:23 GMT 2024","TestWorkspaces","test_workspaces","",""
"invalid login","10300","Login with invalid credentials test","tests","Fri Dec 27 01:21:00 GMT 2024","broken","Fri Dec 27 01:21:10 GMT 2024","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Fri Dec 27 01:19:53 GMT 2024","broken","Fri Dec 27 01:19:53 GMT 2024","TestWorkspaces","test_workspaces","",""
"invalid login","10307","Login with invalid credentials test","tests","Fri Dec 27 01:20:45 GMT 2024","broken","Fri Dec 27 01:20:55 GMT 2024","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Fri Dec 27 01:21:59 GMT 2024","broken","Fri Dec 27 01:21:59 GMT 2024","TestWorkspaces","test_workspaces","",""
"Log out from app","10309","Logout of system test","tests","Fri Dec 27 01:20:12 GMT 2024","broken","Fri Dec 27 01:20:22 GMT 2024","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Fri Dec 27 01:22:29 GMT 2024","broken","Fri Dec 27 01:22:29 GMT 2024","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Fri Dec 27 01:23:53 GMT 2024","skipped","Fri Dec 27 01:23:53 GMT 2024","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Fri Dec 27 01:22:44 GMT 2024","broken","Fri Dec 27 01:22:44 GMT 2024","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10311","Forgot Password with invalid email test","Custom parent suite","Fri Dec 27 01:23:24 GMT 2024","broken","Fri Dec 27 01:23:35 GMT 2024","Custom sub suite","Custom suite","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Fri Dec 27 01:21:44 GMT 2024","broken","Fri Dec 27 01:21:44 GMT 2024","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Fri Dec 27 01:21:11 GMT 2024","broken","Fri Dec 27 01:21:11 GMT 2024","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10303","Forgot Password with valid email test","Custom parent suite","Fri Dec 27 01:23:06 GMT 2024","broken","Fri Dec 27 01:23:16 GMT 2024","Custom sub suite","Custom suite","",""
"valid login","10296","Login with valid credentials test","tests","Fri Dec 27 01:19:41 GMT 2024","broken","Fri Dec 27 01:19:52 GMT 2024","TestLogin","test_login","",""
"Search for a non existing project","0","Search for non existing project","tests","Fri Dec 27 01:22:14 GMT 2024","broken","Fri Dec 27 01:22:14 GMT 2024","TestWorkspaces","test_workspaces","",""
