"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Exception catching","10293","Exception test","Custom parent suite","Mon Jan 06 01:27:02 GMT 2025","broken","Mon Jan 06 01:27:12 GMT 2025","Custom sub suite","Custom suite","",""
"Log out from app","10293","Logout of system test","tests","Mon Jan 06 01:23:49 GMT 2025","broken","Mon Jan 06 01:23:59 GMT 2025","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Mon Jan 06 01:24:00 GMT 2025","broken","Mon Jan 06 01:24:00 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10315","Forgot Password with invalid email test","Custom parent suite","Mon Jan 06 01:26:47 GMT 2025","broken","Mon Jan 06 01:26:58 GMT 2025","Custom sub suite","Custom suite","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Mon Jan 06 01:25:00 GMT 2025","broken","Mon Jan 06 01:25:00 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Mon Jan 06 01:26:14 GMT 2025","broken","Mon Jan 06 01:26:14 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10290","Login with invalid credentials test","tests","Mon Jan 06 01:24:34 GMT 2025","broken","Mon Jan 06 01:24:44 GMT 2025","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Mon Jan 06 01:25:30 GMT 2025","broken","Mon Jan 06 01:25:30 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Mon Jan 06 01:25:44 GMT 2025","broken","Mon Jan 06 01:25:44 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10299","Forgot Password with valid email test","Custom parent suite","Mon Jan 06 01:26:32 GMT 2025","broken","Mon Jan 06 01:26:43 GMT 2025","Custom sub suite","Custom suite","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Mon Jan 06 01:24:45 GMT 2025","broken","Mon Jan 06 01:24:45 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Mon Jan 06 01:23:31 GMT 2025","broken","Mon Jan 06 01:23:31 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10302","Login with invalid credentials test","tests","Mon Jan 06 01:24:19 GMT 2025","broken","Mon Jan 06 01:24:29 GMT 2025","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Mon Jan 06 01:27:13 GMT 2025","skipped","Mon Jan 06 01:27:13 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Mon Jan 06 01:25:59 GMT 2025","broken","Mon Jan 06 01:25:59 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10278","Login with valid credentials test","tests","Mon Jan 06 01:23:19 GMT 2025","broken","Mon Jan 06 01:23:29 GMT 2025","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Mon Jan 06 01:25:15 GMT 2025","broken","Mon Jan 06 01:25:15 GMT 2025","TestWorkspaces","test_workspaces","",""
