"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sun Jun 29 01:54:55 GMT 2025","broken","Sun Jun 29 01:54:55 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sun Jun 29 01:55:53 GMT 2025","broken","Sun Jun 29 01:55:53 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Sun Jun 29 01:55:26 GMT 2025","broken","Sun Jun 29 01:55:26 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Sun Jun 29 01:57:10 GMT 2025","skipped","Sun Jun 29 01:57:10 GMT 2025","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sun Jun 29 01:55:09 GMT 2025","broken","Sun Jun 29 01:55:09 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10284","Forgot Password with invalid email test","Custom parent suite","Sun Jun 29 01:56:43 GMT 2025","broken","Sun Jun 29 01:56:53 GMT 2025","Custom sub suite","Custom suite","",""
"valid login","10259","Login with valid credentials test","tests","Sun Jun 29 01:53:06 GMT 2025","broken","Sun Jun 29 01:53:16 GMT 2025","TestLogin","test_login","",""
"Forgot password with a valid email address","10246","Forgot Password with valid email test","Custom parent suite","Sun Jun 29 01:56:27 GMT 2025","broken","Sun Jun 29 01:56:37 GMT 2025","Custom sub suite","Custom suite","",""
"Log out from app","10246","Logout of system test","tests","Sun Jun 29 01:53:40 GMT 2025","broken","Sun Jun 29 01:53:50 GMT 2025","TestLogin","test_login","",""
"Exception catching","10254","Exception test","Custom parent suite","Sun Jun 29 01:57:00 GMT 2025","broken","Sun Jun 29 01:57:10 GMT 2025","Custom sub suite","Custom suite","",""
"Create new Workspace","0","Create new workspace test","tests","Sun Jun 29 01:53:17 GMT 2025","broken","Sun Jun 29 01:53:17 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sun Jun 29 01:56:10 GMT 2025","broken","Sun Jun 29 01:56:10 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sun Jun 29 01:53:51 GMT 2025","broken","Sun Jun 29 01:53:51 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sun Jun 29 01:54:38 GMT 2025","broken","Sun Jun 29 01:54:38 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10249","Login with invalid credentials test","tests","Sun Jun 29 01:54:10 GMT 2025","broken","Sun Jun 29 01:54:21 GMT 2025","TestLogin","test_login","",""
"invalid login","10253","Login with invalid credentials test","tests","Sun Jun 29 01:54:27 GMT 2025","broken","Sun Jun 29 01:54:38 GMT 2025","TestLogin","test_login","",""
"Search for a non existing project","0","Search for non existing project","tests","Sun Jun 29 01:55:40 GMT 2025","broken","Sun Jun 29 01:55:40 GMT 2025","TestWorkspaces","test_workspaces","",""
