"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Exception catching","10261","Exception test","Custom parent suite","Fri May 30 01:42:23 GMT 2025","broken","Fri May 30 01:42:33 GMT 2025","Custom sub suite","Custom suite","",""
"Create new Workspace","0","Create new workspace test","tests","Fri May 30 01:39:07 GMT 2025","broken","Fri May 30 01:39:07 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Fri May 30 01:39:35 GMT 2025","broken","Fri May 30 01:39:35 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Fri May 30 01:40:58 GMT 2025","broken","Fri May 30 01:40:58 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Fri May 30 01:42:34 GMT 2025","skipped","Fri May 30 01:42:34 GMT 2025","TestLogin","test_login","",""
"Search for a non existing project","0","Search for non existing project","tests","Fri May 30 01:41:12 GMT 2025","broken","Fri May 30 01:41:12 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10283","Forgot Password with invalid email test","Custom parent suite","Fri May 30 01:42:09 GMT 2025","broken","Fri May 30 01:42:20 GMT 2025","Custom sub suite","Custom suite","",""
"valid login","10260","Login with valid credentials test","tests","Fri May 30 01:38:55 GMT 2025","broken","Fri May 30 01:39:06 GMT 2025","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Fri May 30 01:40:44 GMT 2025","broken","Fri May 30 01:40:44 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10258","Forgot Password with valid email test","Custom parent suite","Fri May 30 01:41:56 GMT 2025","broken","Fri May 30 01:42:06 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10256","Login with invalid credentials test","tests","Fri May 30 01:40:05 GMT 2025","broken","Fri May 30 01:40:16 GMT 2025","TestLogin","test_login","",""
"Log out from app","10265","Logout of system test","tests","Fri May 30 01:39:24 GMT 2025","broken","Fri May 30 01:39:34 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Fri May 30 01:41:25 GMT 2025","broken","Fri May 30 01:41:25 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Fri May 30 01:40:16 GMT 2025","broken","Fri May 30 01:40:16 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10266","Login with invalid credentials test","tests","Fri May 30 01:39:52 GMT 2025","broken","Fri May 30 01:40:02 GMT 2025","TestLogin","test_login","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Fri May 30 01:40:30 GMT 2025","broken","Fri May 30 01:40:30 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Fri May 30 01:41:39 GMT 2025","broken","Fri May 30 01:41:39 GMT 2025","TestWorkspaces","test_workspaces","",""
