"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sat Apr 12 01:26:41 GMT 2025","broken","Sat Apr 12 01:26:41 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Sat Apr 12 01:27:27 GMT 2025","broken","Sat Apr 12 01:27:27 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sat Apr 12 01:27:41 GMT 2025","broken","Sat Apr 12 01:27:41 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10263","Forgot Password with invalid email test","Custom parent suite","Sat Apr 12 01:28:31 GMT 2025","broken","Sat Apr 12 01:28:42 GMT 2025","Custom sub suite","Custom suite","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sat Apr 12 01:25:40 GMT 2025","broken","Sat Apr 12 01:25:40 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10255","Logout of system test","tests","Sat Apr 12 01:25:28 GMT 2025","broken","Sat Apr 12 01:25:39 GMT 2025","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sat Apr 12 01:26:56 GMT 2025","broken","Sat Apr 12 01:26:56 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10257","Forgot Password with valid email test","Custom parent suite","Sat Apr 12 01:28:16 GMT 2025","broken","Sat Apr 12 01:28:27 GMT 2025","Custom sub suite","Custom suite","",""
"Exception catching","10251","Exception test","Custom parent suite","Sat Apr 12 01:28:46 GMT 2025","broken","Sat Apr 12 01:28:57 GMT 2025","Custom sub suite","Custom suite","",""
"valid login","10318","Login with valid credentials test","tests","Sat Apr 12 01:24:58 GMT 2025","broken","Sat Apr 12 01:25:09 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sat Apr 12 01:26:26 GMT 2025","broken","Sat Apr 12 01:26:26 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Sat Apr 12 01:28:59 GMT 2025","skipped","Sat Apr 12 01:28:59 GMT 2025","TestLogin","test_login","",""
"invalid login","10260","Login with invalid credentials test","tests","Sat Apr 12 01:26:15 GMT 2025","broken","Sat Apr 12 01:26:25 GMT 2025","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sat Apr 12 01:27:57 GMT 2025","broken","Sat Apr 12 01:27:57 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10240","Login with invalid credentials test","tests","Sat Apr 12 01:26:00 GMT 2025","broken","Sat Apr 12 01:26:10 GMT 2025","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Sat Apr 12 01:25:10 GMT 2025","broken","Sat Apr 12 01:25:10 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Sat Apr 12 01:27:12 GMT 2025","broken","Sat Apr 12 01:27:12 GMT 2025","TestWorkspaces","test_workspaces","",""
