"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"valid login","10282","Login with valid credentials test","tests","Mon Dec 16 01:37:35 GMT 2024","broken","Mon Dec 16 01:37:45 GMT 2024","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Mon Dec 16 01:39:02 GMT 2024","broken","Mon Dec 16 01:39:02 GMT 2024","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Mon Dec 16 01:39:17 GMT 2024","broken","Mon Dec 16 01:39:17 GMT 2024","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Mon Dec 16 01:39:32 GMT 2024","broken","Mon Dec 16 01:39:32 GMT 2024","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10423","Forgot Password with valid email test","Custom parent suite","Mon Dec 16 01:40:48 GMT 2024","broken","Mon Dec 16 01:40:58 GMT 2024","Custom sub suite","Custom suite","",""
"invalid login","10280","Login with invalid credentials test","tests","Mon Dec 16 01:38:51 GMT 2024","broken","Mon Dec 16 01:39:01 GMT 2024","TestLogin","test_login","",""
"Search for a non existing project","0","Search for non existing project","tests","Mon Dec 16 01:40:02 GMT 2024","broken","Mon Dec 16 01:40:02 GMT 2024","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Mon Dec 16 01:40:17 GMT 2024","broken","Mon Dec 16 01:40:17 GMT 2024","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Mon Dec 16 01:37:46 GMT 2024","broken","Mon Dec 16 01:37:46 GMT 2024","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Mon Dec 16 01:38:17 GMT 2024","broken","Mon Dec 16 01:38:17 GMT 2024","TestWorkspaces","test_workspaces","",""
"Log out from app","10277","Logout of system test","tests","Mon Dec 16 01:38:05 GMT 2024","broken","Mon Dec 16 01:38:15 GMT 2024","TestLogin","test_login","",""
"invalid login","10277","Login with invalid credentials test","tests","Mon Dec 16 01:38:36 GMT 2024","broken","Mon Dec 16 01:38:46 GMT 2024","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Mon Dec 16 01:40:32 GMT 2024","broken","Mon Dec 16 01:40:32 GMT 2024","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Mon Dec 16 01:39:47 GMT 2024","broken","Mon Dec 16 01:39:47 GMT 2024","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10282","Forgot Password with invalid email test","Custom parent suite","Mon Dec 16 01:41:03 GMT 2024","broken","Mon Dec 16 01:41:13 GMT 2024","Custom sub suite","Custom suite","",""
"Exception catching","10279","Exception test","Custom parent suite","Mon Dec 16 01:41:18 GMT 2024","broken","Mon Dec 16 01:41:28 GMT 2024","Custom sub suite","Custom suite","",""
"Skip Test example","0","Skipped test example","tests","Mon Dec 16 01:41:29 GMT 2024","skipped","Mon Dec 16 01:41:29 GMT 2024","TestLogin","test_login","",""
