"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"valid login","10254","Login with valid credentials test","tests","Tue May 27 01:39:36 GMT 2025","broken","Tue May 27 01:39:46 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Tue May 27 01:41:07 GMT 2025","broken","Tue May 27 01:41:07 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Tue May 27 01:40:18 GMT 2025","broken","Tue May 27 01:40:18 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Tue May 27 01:42:42 GMT 2025","broken","Tue May 27 01:42:42 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Tue May 27 01:41:24 GMT 2025","broken","Tue May 27 01:41:24 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10251","Exception test","Custom parent suite","Tue May 27 01:43:33 GMT 2025","broken","Tue May 27 01:43:43 GMT 2025","Custom sub suite","Custom suite","",""
"Create new Workspace","0","Create new workspace test","tests","Tue May 27 01:39:47 GMT 2025","broken","Tue May 27 01:39:47 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Tue May 27 01:41:39 GMT 2025","broken","Tue May 27 01:41:39 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10254","Forgot Password with valid email test","Custom parent suite","Tue May 27 01:43:02 GMT 2025","broken","Tue May 27 01:43:12 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10259","Login with invalid credentials test","tests","Tue May 27 01:40:56 GMT 2025","broken","Tue May 27 01:41:06 GMT 2025","TestLogin","test_login","",""
"invalid login","10265","Login with invalid credentials test","tests","Tue May 27 01:40:39 GMT 2025","broken","Tue May 27 01:40:49 GMT 2025","TestLogin","test_login","",""
"Log out from app","10259","Logout of system test","tests","Tue May 27 01:40:07 GMT 2025","broken","Tue May 27 01:40:18 GMT 2025","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Tue May 27 01:41:53 GMT 2025","broken","Tue May 27 01:41:53 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10302","Forgot Password with invalid email test","Custom parent suite","Tue May 27 01:43:19 GMT 2025","broken","Tue May 27 01:43:29 GMT 2025","Custom sub suite","Custom suite","",""
"Skip Test example","0","Skipped test example","tests","Tue May 27 01:43:44 GMT 2025","skipped","Tue May 27 01:43:44 GMT 2025","TestLogin","test_login","",""
"Search for a non existing project","0","Search for non existing project","tests","Tue May 27 01:42:10 GMT 2025","broken","Tue May 27 01:42:10 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Tue May 27 01:42:24 GMT 2025","broken","Tue May 27 01:42:24 GMT 2025","TestWorkspaces","test_workspaces","",""
