"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Skip Test example","0","Skipped test example","tests","Sat Jun 07 01:44:10 GMT 2025","skipped","Sat Jun 07 01:44:10 GMT 2025","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Sat Jun 07 01:40:44 GMT 2025","broken","Sat Jun 07 01:40:44 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sat Jun 07 01:43:01 GMT 2025","broken","Sat Jun 07 01:43:01 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10243","Exception test","Custom parent suite","Sat Jun 07 01:44:00 GMT 2025","broken","Sat Jun 07 01:44:10 GMT 2025","Custom sub suite","Custom suite","",""
"Forgot password with a valid email address","10253","Forgot Password with valid email test","Custom parent suite","Sat Jun 07 01:43:33 GMT 2025","broken","Sat Jun 07 01:43:43 GMT 2025","Custom sub suite","Custom suite","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sat Jun 07 01:41:12 GMT 2025","broken","Sat Jun 07 01:41:12 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10262","Login with invalid credentials test","tests","Sat Jun 07 01:41:28 GMT 2025","broken","Sat Jun 07 01:41:38 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sat Jun 07 01:41:52 GMT 2025","broken","Sat Jun 07 01:41:52 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sat Jun 07 01:42:20 GMT 2025","broken","Sat Jun 07 01:42:20 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10252","Login with valid credentials test","tests","Sat Jun 07 01:40:34 GMT 2025","broken","Sat Jun 07 01:40:44 GMT 2025","TestLogin","test_login","",""
"Search for a non existing project","0","Search for non existing project","tests","Sat Jun 07 01:42:47 GMT 2025","broken","Sat Jun 07 01:42:47 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sat Jun 07 01:43:17 GMT 2025","broken","Sat Jun 07 01:43:17 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10249","Login with invalid credentials test","tests","Sat Jun 07 01:41:41 GMT 2025","broken","Sat Jun 07 01:41:52 GMT 2025","TestLogin","test_login","",""
"Forgot Password with invalid email address","10283","Forgot Password with invalid email test","Custom parent suite","Sat Jun 07 01:43:46 GMT 2025","broken","Sat Jun 07 01:43:56 GMT 2025","Custom sub suite","Custom suite","",""
"Log out from app","10262","Logout of system test","tests","Sat Jun 07 01:41:01 GMT 2025","broken","Sat Jun 07 01:41:11 GMT 2025","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Sat Jun 07 01:42:34 GMT 2025","broken","Sat Jun 07 01:42:34 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sat Jun 07 01:42:07 GMT 2025","broken","Sat Jun 07 01:42:07 GMT 2025","TestWorkspaces","test_workspaces","",""
