"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Forgot password with a valid email address","10303","Forgot Password with valid email test","Custom parent suite","Sun Jan 19 01:26:52 GMT 2025","broken","Sun Jan 19 01:27:02 GMT 2025","Custom sub suite","Custom suite","",""
"valid login","10283","Login with valid credentials test","tests","Sun Jan 19 01:23:39 GMT 2025","broken","Sun Jan 19 01:23:49 GMT 2025","TestLogin","test_login","",""
"Exception catching","10296","Exception test","Custom parent suite","Sun Jan 19 01:27:21 GMT 2025","broken","Sun Jan 19 01:27:32 GMT 2025","Custom sub suite","Custom suite","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sun Jan 19 01:26:19 GMT 2025","broken","Sun Jan 19 01:26:19 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sun Jan 19 01:25:19 GMT 2025","broken","Sun Jan 19 01:25:19 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Sun Jan 19 01:26:04 GMT 2025","broken","Sun Jan 19 01:26:04 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Sun Jan 19 01:23:50 GMT 2025","broken","Sun Jan 19 01:23:50 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sun Jan 19 01:25:34 GMT 2025","broken","Sun Jan 19 01:25:34 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Sun Jan 19 01:27:33 GMT 2025","skipped","Sun Jan 19 01:27:33 GMT 2025","TestLogin","test_login","",""
"invalid login","10320","Login with invalid credentials test","tests","Sun Jan 19 01:24:38 GMT 2025","broken","Sun Jan 19 01:24:48 GMT 2025","TestLogin","test_login","",""
"Log out from app","10316","Logout of system test","tests","Sun Jan 19 01:24:08 GMT 2025","broken","Sun Jan 19 01:24:19 GMT 2025","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sun Jan 19 01:24:20 GMT 2025","broken","Sun Jan 19 01:24:20 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Sun Jan 19 01:25:49 GMT 2025","broken","Sun Jan 19 01:25:49 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10325","Forgot Password with invalid email test","Custom parent suite","Sun Jan 19 01:27:06 GMT 2025","broken","Sun Jan 19 01:27:17 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10311","Login with invalid credentials test","tests","Sun Jan 19 01:24:53 GMT 2025","broken","Sun Jan 19 01:25:03 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sun Jan 19 01:25:04 GMT 2025","broken","Sun Jan 19 01:25:04 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sun Jan 19 01:26:33 GMT 2025","broken","Sun Jan 19 01:26:33 GMT 2025","TestWorkspaces","test_workspaces","",""
