"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Sep 18 01:18:25 GMT 2024","Wed Sep 18 01:18:25 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Wed Sep 18 01:19:46 GMT 2024","Wed Sep 18 01:19:57 GMT 2024","10279","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Wed Sep 18 01:17:23 GMT 2024","Wed Sep 18 01:17:23 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Wed Sep 18 01:15:55 GMT 2024","Wed Sep 18 01:16:05 GMT 2024","10251","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"broken","Wed Sep 18 01:19:16 GMT 2024","Wed Sep 18 01:19:26 GMT 2024","10256","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Wed Sep 18 01:16:07 GMT 2024","Wed Sep 18 01:16:07 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Wed Sep 18 01:17:38 GMT 2024","Wed Sep 18 01:17:38 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Wed Sep 18 01:18:10 GMT 2024","Wed Sep 18 01:18:10 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Wed Sep 18 01:16:26 GMT 2024","Wed Sep 18 01:16:36 GMT 2024","10258","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"broken","Wed Sep 18 01:17:54 GMT 2024","Wed Sep 18 01:17:54 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"skipped","Wed Sep 18 01:19:58 GMT 2024","Wed Sep 18 01:19:58 GMT 2024","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Wed Sep 18 01:16:37 GMT 2024","Wed Sep 18 01:16:37 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Wed Sep 18 01:18:55 GMT 2024","Wed Sep 18 01:18:55 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Wed Sep 18 01:19:31 GMT 2024","Wed Sep 18 01:19:41 GMT 2024","10311","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Wed Sep 18 01:16:56 GMT 2024","Wed Sep 18 01:17:06 GMT 2024","10271","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Wed Sep 18 01:18:40 GMT 2024","Wed Sep 18 01:18:40 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Wed Sep 18 01:17:11 GMT 2024","Wed Sep 18 01:17:22 GMT 2024","10275","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
