"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"valid login","10340","Login with valid credentials test","tests","Tue Jun 03 01:42:47 GMT 2025","broken","Tue Jun 03 01:42:58 GMT 2025","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Tue Jun 03 01:46:54 GMT 2025","skipped","Tue Jun 03 01:46:54 GMT 2025","TestLogin","test_login","",""
"Forgot password with a valid email address","10225","Forgot Password with valid email test","Custom parent suite","Tue Jun 03 01:46:11 GMT 2025","broken","Tue Jun 03 01:46:22 GMT 2025","Custom sub suite","Custom suite","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Tue Jun 03 01:45:54 GMT 2025","broken","Tue Jun 03 01:45:54 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Tue Jun 03 01:45:05 GMT 2025","broken","Tue Jun 03 01:45:05 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Tue Jun 03 01:44:34 GMT 2025","broken","Tue Jun 03 01:44:34 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Tue Jun 03 01:44:51 GMT 2025","broken","Tue Jun 03 01:44:51 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Tue Jun 03 01:42:59 GMT 2025","broken","Tue Jun 03 01:42:59 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10230","Login with invalid credentials test","tests","Tue Jun 03 01:43:54 GMT 2025","broken","Tue Jun 03 01:44:04 GMT 2025","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Tue Jun 03 01:43:30 GMT 2025","broken","Tue Jun 03 01:43:30 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10265","Forgot Password with invalid email test","Custom parent suite","Tue Jun 03 01:46:29 GMT 2025","broken","Tue Jun 03 01:46:39 GMT 2025","Custom sub suite","Custom suite","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Tue Jun 03 01:44:19 GMT 2025","broken","Tue Jun 03 01:44:19 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Tue Jun 03 01:45:19 GMT 2025","broken","Tue Jun 03 01:45:19 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10224","Login with invalid credentials test","tests","Tue Jun 03 01:44:08 GMT 2025","broken","Tue Jun 03 01:44:18 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Tue Jun 03 01:45:37 GMT 2025","broken","Tue Jun 03 01:45:37 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10224","Logout of system test","tests","Tue Jun 03 01:43:19 GMT 2025","broken","Tue Jun 03 01:43:29 GMT 2025","TestLogin","test_login","",""
"Exception catching","10236","Exception test","Custom parent suite","Tue Jun 03 01:46:43 GMT 2025","broken","Tue Jun 03 01:46:53 GMT 2025","Custom sub suite","Custom suite","",""
