"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Dec 27 01:04:14 GMT 2023","Wed Dec 27 01:04:24 GMT 2023","10178","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Wed Dec 27 01:04:27 GMT 2023","Wed Dec 27 01:04:37 GMT 2023","10177","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Wed Dec 27 01:02:35 GMT 2023","Wed Dec 27 01:02:45 GMT 2023","10194","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Wed Dec 27 01:04:39 GMT 2023","Wed Dec 27 01:04:49 GMT 2023","10193","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Wed Dec 27 01:02:46 GMT 2023","Wed Dec 27 01:02:46 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Wed Dec 27 01:03:35 GMT 2023","Wed Dec 27 01:03:35 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Wed Dec 27 01:02:58 GMT 2023","Wed Dec 27 01:02:58 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Wed Dec 27 01:03:11 GMT 2023","Wed Dec 27 01:03:11 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Wed Dec 27 01:04:01 GMT 2023","Wed Dec 27 01:04:01 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Wed Dec 27 01:01:44 GMT 2023","Wed Dec 27 01:01:44 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Wed Dec 27 01:03:23 GMT 2023","Wed Dec 27 01:03:23 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Wed Dec 27 01:02:09 GMT 2023","Wed Dec 27 01:02:09 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Wed Dec 27 01:01:33 GMT 2023","Wed Dec 27 01:01:43 GMT 2023","10172","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"broken","Wed Dec 27 01:03:48 GMT 2023","Wed Dec 27 01:03:48 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"skipped","Wed Dec 27 01:04:50 GMT 2023","Wed Dec 27 01:04:50 GMT 2023","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Wed Dec 27 01:02:23 GMT 2023","Wed Dec 27 01:02:33 GMT 2023","10197","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Wed Dec 27 01:01:58 GMT 2023","Wed Dec 27 01:02:08 GMT 2023","10185","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
