"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Delete an existing workspace","0","Delete existing workspace","tests","Fri Jan 17 01:18:49 GMT 2025","broken","Fri Jan 17 01:18:49 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Fri Jan 17 01:18:04 GMT 2025","broken","Fri Jan 17 01:18:04 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Fri Jan 17 01:19:18 GMT 2025","broken","Fri Jan 17 01:19:18 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10302","Logout of system test","tests","Fri Jan 17 01:17:53 GMT 2025","broken","Fri Jan 17 01:18:03 GMT 2025","TestLogin","test_login","",""
"Forgot Password with invalid email address","10320","Forgot Password with invalid email test","Custom parent suite","Fri Jan 17 01:20:51 GMT 2025","broken","Fri Jan 17 01:21:01 GMT 2025","Custom sub suite","Custom suite","",""
"Skip Test example","0","Skipped test example","tests","Fri Jan 17 01:21:17 GMT 2025","skipped","Fri Jan 17 01:21:17 GMT 2025","TestLogin","test_login","",""
"valid login","10281","Login with valid credentials test","tests","Fri Jan 17 01:17:23 GMT 2025","broken","Fri Jan 17 01:17:33 GMT 2025","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Fri Jan 17 01:19:33 GMT 2025","broken","Fri Jan 17 01:19:33 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10308","Exception test","Custom parent suite","Fri Jan 17 01:21:06 GMT 2025","broken","Fri Jan 17 01:21:16 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10318","Login with invalid credentials test","tests","Fri Jan 17 01:18:23 GMT 2025","broken","Fri Jan 17 01:18:33 GMT 2025","TestLogin","test_login","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Fri Jan 17 01:19:04 GMT 2025","broken","Fri Jan 17 01:19:04 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Fri Jan 17 01:17:34 GMT 2025","broken","Fri Jan 17 01:17:34 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Fri Jan 17 01:20:18 GMT 2025","broken","Fri Jan 17 01:20:18 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10292","Login with invalid credentials test","tests","Fri Jan 17 01:18:37 GMT 2025","broken","Fri Jan 17 01:18:48 GMT 2025","TestLogin","test_login","",""
"Search for a non existing project","0","Search for non existing project","tests","Fri Jan 17 01:19:48 GMT 2025","broken","Fri Jan 17 01:19:48 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Fri Jan 17 01:20:03 GMT 2025","broken","Fri Jan 17 01:20:03 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10293","Forgot Password with valid email test","Custom parent suite","Fri Jan 17 01:20:36 GMT 2025","broken","Fri Jan 17 01:20:46 GMT 2025","Custom sub suite","Custom suite","",""
