"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Rename an existing workspace","0","Rename an existing workspace test","tests","Tue Jun 10 01:44:23 GMT 2025","broken","Tue Jun 10 01:44:23 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10240","Exception test","Custom parent suite","Tue Jun 10 01:47:07 GMT 2025","broken","Tue Jun 10 01:47:17 GMT 2025","Custom sub suite","Custom suite","",""
"Skip Test example","0","Skipped test example","tests","Tue Jun 10 01:47:17 GMT 2025","skipped","Tue Jun 10 01:47:17 GMT 2025","TestLogin","test_login","",""
"Forgot password with a valid email address","10219","Forgot Password with valid email test","Custom parent suite","Tue Jun 10 01:46:40 GMT 2025","broken","Tue Jun 10 01:46:50 GMT 2025","Custom sub suite","Custom suite","",""
"Search for a non existing project","1","Search for non existing project","tests","Tue Jun 10 01:45:56 GMT 2025","broken","Tue Jun 10 01:45:56 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10239","Logout of system test","tests","Tue Jun 10 01:44:12 GMT 2025","broken","Tue Jun 10 01:44:23 GMT 2025","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Tue Jun 10 01:45:43 GMT 2025","broken","Tue Jun 10 01:45:43 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10224","Login with invalid credentials test","tests","Tue Jun 10 01:44:52 GMT 2025","broken","Tue Jun 10 01:45:03 GMT 2025","TestLogin","test_login","",""
"Forgot Password with invalid email address","10311","Forgot Password with invalid email test","Custom parent suite","Tue Jun 10 01:46:53 GMT 2025","broken","Tue Jun 10 01:47:03 GMT 2025","Custom sub suite","Custom suite","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Tue Jun 10 01:45:16 GMT 2025","broken","Tue Jun 10 01:45:16 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Tue Jun 10 01:46:23 GMT 2025","broken","Tue Jun 10 01:46:23 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Tue Jun 10 01:45:30 GMT 2025","broken","Tue Jun 10 01:45:30 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Tue Jun 10 01:43:56 GMT 2025","broken","Tue Jun 10 01:43:56 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Tue Jun 10 01:46:10 GMT 2025","broken","Tue Jun 10 01:46:10 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10245","Login with valid credentials test","tests","Tue Jun 10 01:43:45 GMT 2025","broken","Tue Jun 10 01:43:55 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Tue Jun 10 01:45:03 GMT 2025","broken","Tue Jun 10 01:45:03 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10227","Login with invalid credentials test","tests","Tue Jun 10 01:44:39 GMT 2025","broken","Tue Jun 10 01:44:49 GMT 2025","TestLogin","test_login","",""
